team,region_name,location_name,trip_code,set_code,set_date,wkt_coordinates,latitude,longitude,depth,site_name,reef_name,reef_habitat_name,drop_time,haul_time,equipment_frame_type,equipment_camera,equipment_stereo_camera,equipment_camera_height,equipment_arm_length,bait_preparation,bait_type,bait_oiled,visibility,current_flow_estimated,current_flow_instrumented,video_file_name,video_source,video_path,comments,message_to_annotators,bruv_image_url,splendor_image_url,reviewed_assignments,total_assignments,master_record_state
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL27,2013-05-10,010100000053910A630BF955C0787FBC57AD2C3140,17.17452000,-87.89132000,2.68,Turneffe Atoll,Lagoon,lagoon,15:00:00,17:02:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.26,LC_2013_BZ_01_TL27.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL28,2013-05-10,0101000000B43C0FEECEF855C0569FABADD82F3140,17.18690000,-87.88763000,2.35,Turneffe Atoll,Lagoon,lagoon,14:50:00,17:10:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.32,LC_2013_BZ_01_TL28.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL29,2013-05-10,0101000000AF08FEB792F755C08CD651D504313140,17.19148000,-87.86833000,2.04,Turneffe Atoll,Lagoon,lagoon,15:17:00,16:46:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.26,LC_2013_BZ_01_TL29.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL3,2013-05-07,0101000000984C158C4AF455C00AF4893C494A3140,17.29018000,-87.81705000,3.44,Turneffe Atoll,Lagoon,lagoon,14:40:00,16:10:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.46,LC_2013_BZ_01_TL3.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL30,2013-05-09,01010000009A7CB3CD8DF755C0B745990D32313140,17.19217000,-87.86803000,1.83,Turneffe Atoll,Lagoon,lagoon,15:06:00,16:33:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.22,LC_2013_BZ_01_TL30.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL31,2013-05-09,0101000000A852B3075AF755C0C8EA56CF49373140,17.21597000,-87.86487000,1.55,Turneffe Atoll,Lagoon,lagoon,12:07:00,13:34:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.10,LC_2013_BZ_01_TL31.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL32,2013-05-09,0101000000680586AC6EF755C0AE47E17A14363140,17.21125000,-87.86613000,1.77,Turneffe Atoll,Lagoon,lagoon,14:10:00,15:42:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.21,LC_2013_BZ_01_TL32.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL33,2013-05-09,01010000002C6519E258F755C0E8BCC62E51353140,17.20827000,-87.86480000,1.46,Turneffe Atoll,Lagoon,lagoon,12:21:00,13:50:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.20,LC_2013_BZ_01_TL33.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL34,2013-05-10,0101000000680586AC6EF755C0F60B76C3B6353140,17.20982000,-87.86613000,1.83,Turneffe Atoll,Lagoon,lagoon,14:33:00,17:23:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.23,LC_2013_BZ_01_TL34.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL35,2013-05-10,01010000005A8121AB5BF755C06ADE718A8E343140,17.20530000,-87.86497000,1.43,Turneffe Atoll,Lagoon,lagoon,12:25:00,13:57:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.15,LC_2013_BZ_01_TL35.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL36,2013-05-09,01010000007AC2120F28F755C0707CED9925393140,17.22323000,-87.86182000,1.68,Turneffe Atoll,Lagoon,lagoon,11:53:00,13:21:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.23,LC_2013_BZ_01_TL36.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL37,2013-05-10,0101000000C2340C1F11F755C04703780B24383140,17.21930000,-87.86042000,2.47,Turneffe Atoll,Lagoon,lagoon,12:12:00,13:39:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.27,LC_2013_BZ_01_TL37.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL38,2013-05-09,0101000000EC12D55B03F755C09BC937DBDC383140,17.22212000,-87.85958000,1.65,Turneffe Atoll,Lagoon,lagoon,11:40:00,13:09:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.13,LC_2013_BZ_01_TL38.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL39,2013-05-09,0101000000CBBE2B82FFF355C06C5B94D9204B3140,17.29347000,-87.81247000,2.26,Turneffe Atoll,Lagoon,lagoon,07:50:00,09:18:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.24,LC_2013_BZ_01_TL39.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL4,2013-05-09,0101000000888043A852F555C00AF4893C49423140,17.25893000,-87.83317000,2.96,Turneffe Atoll,Lagoon,lagoon,07:30:00,08:57:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.18,LC_2013_BZ_01_TL4.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL40,2013-05-10,01010000001DACFF7398F555C0D3D9C9E028413140,17.25453000,-87.83743000,3.32,Turneffe Atoll,Lagoon,lagoon,11:44:00,13:14:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.22,LC_2013_BZ_01_TL40.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL5,2013-05-08,01010000006A300DC347F455C0156F641EF94B3140,17.29677000,-87.81688000,1.37,Turneffe Atoll,Lagoon,lagoon,14:26:00,15:55:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.18,LC_2013_BZ_01_TL5.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL6,2013-05-07,0101000000300DC347C4F255C060764F1E16523140,17.32065000,-87.79323000,2.71,Turneffe Atoll,Lagoon,lagoon,09:27:00,11:37:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.17,LC_2013_BZ_01_TL6.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL7,2013-05-07,0101000000172B6A300DF355C0462575029A503140,17.31485000,-87.79768000,2.71,Turneffe Atoll,Lagoon,lagoon,09:17:00,11:47:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.09,LC_2013_BZ_01_TL7.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL8,2013-05-07,0101000000E15D2EE23BF355C066666666664E3140,17.30625000,-87.80053000,1.89,Turneffe Atoll,Lagoon,lagoon,09:05:00,11:59:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.16,LC_2013_BZ_01_TL8.avi,legacy archive,,,,,,1,1,Completed
SBU,Western Atlantic,Belize,LC_2013_BZ_01,TL9,2013-05-07,010100000076E09C11A5F355C01B2AC6F99B483140,17.28363000,-87.80695000,1.43,Turneffe Atoll,Lagoon,lagoon,14:27:00,15:56:00,Rebar,Sony Handycam DCR-HC52,False,50,100,CHP,Pilchards,False,,,0.12,LC_2013_BZ_01_TL9.avi,legacy archive,,,,,,1,1,Completed
SBU,Pacific,Fiji,LC_2014_FJ_01,MC01_003,2014-08-06,010100000087E1C037AF42664060B28E36D09932C0,-18.60083333,178.08388889,15.00,Viti Levu,Beqa Island,back reef,09:27:00,12:38:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC02_013,2014-06-29,0101000000B23C386DA0496640B0FDE8C4B38232C0,-18.51055556,178.30083333,14.10,Viti Levu,Beqa Island,back reef,09:15:00,12:17:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC02_071,2014-11-09,0101000000F6285C8FC2496640CCF1C8277D8232C0,-18.50972222,178.30500000,10.80,Viti Levu,Beqa Island,back reef,14:12:00,17:00:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC03_018,2014-07-09,01010000009E857798BA486640A4703D0AD7B332C0,-18.70250000,178.27277778,12.70,Viti Levu,Beqa Island,back reef,09:14:00,11:59:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC04_024,2014-07-23,010100000008D8BBFD414866406A8932A70D9432C0,-18.57833333,178.25805556,11.70,Viti Levu,Beqa Island,back reef,09:30:00,12:16:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC05_027,2014-07-30,010100000081F6FAC59243664099BE95F4499F32C0,-18.62222222,178.11166667,14.00,Viti Levu,Beqa Island,back reef,09:30:00,12:10:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC06_029,2014-08-10,0101000000AC5172FB83466640D87E74E2599132C0,-18.56777778,178.20361111,12.60,Viti Levu,Beqa Island,back reef,09:15:00,12:06:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC07_035,2014-08-20,0101000000237A4244444466400C8DABBADC8E32C0,-18.55805556,178.13333333,18.60,Viti Levu,Beqa Island,back reef,09:25:00,11:55:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC08_039,2014-08-31,01010000008DC30DB6604566404CDF4AFAA48F32C0,-18.56111111,178.16805556,11.20,Viti Levu,Beqa Island,back reef,09:19:00,12:15:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC09_044,2014-09-07,0101000000791E3FC85043664070620632547632C0,-18.46222222,178.10361111,19.00,Viti Levu,Beqa Island,back reef,14:00:00,17:04:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MC10_056,2014-10-01,01010000007915C6D4E5466640C21A25B73F8832C0,-18.53222222,178.21555556,11.50,Viti Levu,Beqa Island,back reef,09:12:00,12:00:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR01_002,2014-04-06,010100000098A32A1A09446640CF82D4166C7132C0,-18.44305556,178.12611111,21.60,Viti Levu,Beqa Island,back reef,09:31:00,11:36:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR02_006,2014-06-15,01010000002D486DC116466640AF22E51F648832C0,-18.53277778,178.19027778,18.60,Viti Levu,Beqa Island,back reef,09:25:00,12:06:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,M,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR03_009,2014-06-18,010100000083F5E2388E436640E59DE0EEEEAE32C0,-18.68333333,178.11111111,12.90,Viti Levu,Beqa Island,back reef,13:54:00,16:27:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR04_012,2014-06-25,0101000000A07BE6174B486640C4AB30A62E7732C0,-18.46555556,178.25916667,22.70,Viti Levu,Beqa Island,back reef,15:41:00,16:38:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR05_020,2014-07-13,01010000000DD68BE338486640A2BA35C0376F32C0,-18.43444444,178.25694444,24.40,Viti Levu,Beqa Island,back reef,09:17:00,12:04:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR06_028,2014-06-08,010100000085EB51B81E4B664019AC17C7717C32C0,-18.48611111,178.34750000,19.70,Viti Levu,Beqa Island,back reef,09:25:00,12:05:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR06_068,2014-11-05,0101000000E865DA1F644A6640B5FBB8AAAA7A32C0,-18.47916667,178.32472222,10.40,Viti Levu,Beqa Island,back reef,09:22:00,12:10:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR06_076,2014-11-19,010100000050B93612F049664066666666667632C0,-18.46250000,178.31055556,17.50,Viti Levu,Beqa Island,back reef,14:23:00,16:55:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR07_031,2014-08-13,01010000001F85EB51B844664099BE95F449AF32C0,-18.68472222,178.14750000,18.10,Viti Levu,Beqa Island,back reef,09:29:00,12:15:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR08_038,2014-08-26,010100000006EBC5711C476640E3301CF8E6A532C0,-18.64805556,178.22222222,18.30,Viti Levu,Beqa Island,back reef,09:22:00,12:25:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,MR09_041,2014-09-03,0101000000C5EB97DB1F486640909DF9CDABA932C0,-18.66277778,178.25388889,17.40,Viti Levu,Beqa Island,back reef,09:20:00,11:55:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SC01_048,2014-09-16,0101000000627A886745476640C8CEFCE6D59432C0,-18.58138889,178.22722222,4.00,Viti Levu,Beqa Island,back reef,09:18:00,12:16:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SC02_049,2014-09-16,010100000036321BA62E496640BC41512CF98532C0,-18.52333333,178.28694444,2.80,Viti Levu,Beqa Island,back reef,14:20:00,17:21:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SC03_057,2014-10-01,0101000000713D0AD7A34866401DCFE307198A32C0,-18.53944444,178.27000000,2.80,Viti Levu,Beqa Island,back reef,13:54:00,16:31:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SC04_059,2014-10-12,010100000087EA392B1A4D6640D9597887A96B32C0,-18.42055556,178.40944444,3.60,Viti Levu,Beqa Island,back reef,14:03:00,16:48:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SC05_061,2014-10-15,01010000001F85EB51B84A6640E82EECDDDD7D32C0,-18.49166667,178.33500000,4.20,Viti Levu,Beqa Island,back reef,14:20:00,16:48:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SC06_073,2014-11-12,0101000000BE00D269034B66403C54CF59D17832C0,-18.47194444,178.34416667,2.80,Viti Levu,Beqa Island,back reef,13:55:00,16:37:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SR01_046,2014-09-14,0101000000608419E8B4496640D6C86C98BA7C32C0,-18.48722222,178.30333333,4.00,Viti Levu,Beqa Island,back reef,09:09:00,12:00:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SR01_075,2014-11-19,0101000000771F575555496640AE47E17A147E32C0,-18.49250000,178.29166667,3.40,Viti Levu,Beqa Island,back reef,09:08:00,12:13:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SR02_050,2014-09-21,01010000007915C6D4E5466640F8DE63D9619A32C0,-18.60305556,178.21555556,2.00,Viti Levu,Beqa Island,back reef,09:06:00,11:40:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SR03_054,2014-09-28,0101000000B432A7EC304D6640EB76B479357132C0,-18.44222222,178.41222222,3.50,Viti Levu,Beqa Island,back reef,09:05:00,11:59:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SR04_060,2014-10-15,0101000000BA14F46AE24966409B4FA1E3387E32C0,-18.49305556,178.30888889,4.50,Viti Levu,Beqa Island,back reef,09:15:00,12:11:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SR05_072,2014-11-12,0101000000237A42444446664056DBEAC5929F32C0,-18.62333333,178.19583333,2.70,Viti Levu,Beqa Island,back reef,09:10:00,12:00:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,SRMR_037,2014-08-24,0101000000E370832DD8406640BD1C55D1488032C0,-18.50111111,178.02638889,19.10,Viti Levu,Beqa Island,back reef,08:45:00,11:58:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,M,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y01_015,2014-07-02,01010000000EC3816F5E3F6640462B73CA0E6332C0,-18.38694444,177.98027778,21.20,Viti Levu,Yanuca Island,lagoon,13:57:00,16:33:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y04_025,2014-07-23,01010000005A995376984666409178FD72FB6332C0,-18.39055556,178.20611111,29.90,Viti Levu,Yanuca Island,lagoon,14:05:00,16:43:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y04_069,2014-11-07,0101000000DD85BDBBBB45664057B6EE6AE26932C0,-18.41361111,178.17916667,27.00,Viti Levu,Yanuca Island,lagoon,08:13:00,,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,H,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y05_043,2014-09-07,01010000004CCD5813CF40664086C6555D6E8F32C0,-18.56027778,178.02527778,26.50,Viti Levu,Yanuca Island,lagoon,09:01:00,11:46:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y05_047,2014-09-14,010100000010B9F0EEEE406640BC41512CF99532C0,-18.58583333,178.02916667,24.90,Viti Levu,Yanuca Island,lagoon,14:12:00,16:57:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,M,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y05_052,2014-09-24,01010000000DD68BE33840664077F1E1063A8D32C0,-18.55166667,178.00694444,24.90,Viti Levu,Yanuca Island,lagoon,09:09:00,12:19:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y07_077,2014-11-23,010100000050C2AF055B4666408C9F29E8B47132C0,-18.44416667,178.19861111,18.60,Viti Levu,Yanuca Island,lagoon,09:19:00,12:08:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,M,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y08_064,2014-10-22,0101000000217B5AD148446640795EA6FD418632C0,-18.52444444,178.13388889,19.60,Viti Levu,Yanuca Island,lagoon,09:25:00,11:52:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y09_017,2014-07-06,010100000019A39ED306446640CDCCCCCCCC6C32C0,-18.42500000,178.12583333,26.30,Viti Levu,Yanuca Island,lagoon,14:00:00,16:30:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,M,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y09_066,2014-10-26,0101000000EA5B499FF4436640D380A4FC626932C0,-18.41166667,178.12361111,27.60,Viti Levu,Yanuca Island,lagoon,09:17:00,11:56:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,H,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y10_007,2014-06-15,01010000006A524465873F6640F4725445236132C0,-18.37944444,177.98527778,23.10,Viti Levu,Yanuca Island,lagoon,14:08:00,,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,M,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y11_001,2014-09-04,01010000008FC2F5285C3F664015894B86CA8E32C0,-18.55777778,177.98000000,21.00,Viti Levu,Yanuca Island,lagoon,09:14:00,11:48:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y13_011,2014-06-25,01010000005A90DA822D44664016644F2B1A9932C0,-18.59805556,178.13055556,25.10,Viti Levu,Yanuca Island,lagoon,09:10:00,11:50:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y13_019,2014-07-09,0101000000AA528A8888446640BFD25C1BE89432C0,-18.58166667,178.14166667,24.40,Viti Levu,Yanuca Island,lagoon,14:01:00,16:48:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y13_021,2014-07-13,01010000008BD6172A3B466640412DA3E4178B32C0,-18.54333333,178.19472222,23.60,Viti Levu,Yanuca Island,lagoon,14:02:00,16:46:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y15_004,2014-11-06,010100000083F5E2388E41664086C6555D6E6F32C0,-18.43527778,178.04861111,20.20,Viti Levu,Yanuca Island,lagoon,09:23:00,12:10:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y16_022,2014-07-16,01010000006470F7E6D55866408FC2F5285C7F32C0,-18.49750000,178.77611111,29.20,Viti Levu,Yanuca Island,lagoon,09:24:00,12:52:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y16_058,2014-10-12,010100000002FFE772FB4366404A97825E4D7C32C0,-18.48555556,178.12444444,24.30,Viti Levu,Yanuca Island,lagoon,08:58:00,12:05:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y16_074,2014-11-16,0101000000AA5B037CF342664035E93A7DD27732C0,-18.46805556,178.09222222,22.00,Viti Levu,Yanuca Island,lagoon,09:04:00,12:30:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y19_030,2014-08-10,0101000000D5A488CA0E3F664027A68778567432C0,-18.45444444,177.97055556,16.50,Viti Levu,Yanuca Island,lagoon,14:26:00,17:02:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,M,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y19_070,2014-11-09,010100000004ECDDFE203F66408C9F29E8B47132C0,-18.44416667,177.97277778,17.60,Viti Levu,Yanuca Island,lagoon,09:05:00,11:42:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y20_033,2014-08-17,01010000006A5244658741664013F83F97DB5F32C0,-18.37444444,178.04777778,18.30,Viti Levu,Yanuca Island,lagoon,09:06:00,,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,H,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,Y21_051,2014-09-21,0101000000000000000040664000000000000032C0,-18.00000000,178.00000000,0.00,Viti Levu,Yanuca Island,lagoon,00:00:00,,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,YC02_005,2014-11-06,0101000000BE00D26903476640DFC40C64A85C32C0,-18.36194444,178.21916667,9.50,Viti Levu,Yanuca Island,lagoon,14:11:00,16:33:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
SBU,Pacific,Fiji,LC_2014_FJ_01,YC03_008,2014-06-18,01010000007915C6D4E54666408BC42543658732C0,-18.52888889,178.21555556,16.40,Viti Levu,Yanuca Island,lagoon,09:25:00,11:47:00,Aluminium,GoPro Hero 3,False,100,100,CRS,Sardines,False,,L,,,,,,,,,0,0,
