region_name,location_name,site_name,site_type,reef_name,protection_status,mpa_name,mpa_area,mpa_year_founded,mpa_isolation,mpa_compliance,fishing_restrictions,shark_fishing_gear,region_id,location_id,site_id,reef_id
Coral Triangle,China,Hainan,C,x1,openly fished,,,,,,,,2,77,133,348
Coral Triangle,China,Hainan,C,x2,openly fished,,,,,,,,2,77,133,408
Coral Triangle,Hong Kong,x,C,x1,openly fished,,,,,,,,2,83,171,330
Coral Triangle,Hong Kong,x,C,x2,openly fished,,,,,,,,2,83,171,383
Coral Triangle,Indonesia,Bau Bau,I,Coast,openly fished,,,,,,,blast; seine; hook and line; gillnet; spear; longline,2,93,218,492
Coral Triangle,Indonesia,Bau Bau,I,Coast3,openly fished,,,,,,,seine; hook and line; blast; longline; spear; fish trap; gillnet,2,93,218,772
Coral Triangle,Indonesia,Bau Bau,I,Coast4,openly fished,,,,,,,seine; longline; fish trap; spear; gillnet; blast; hook and line,2,93,218,798
Coral Triangle,Indonesia,Bau Bau,I,Islands,openly fished,,,,,,,spear; fish trap; seine; gillnet; hook and line; blast; longline,2,93,218,493
Coral Triangle,Indonesia,Bau Bau,I,Islands3,openly fished,,,,,,,blast; gillnet; spear; fish trap; seine; hook and line,2,93,218,773
Coral Triangle,Indonesia,Bau Bau,I,Islands4,openly fished,,,,,,,spear; fish trap; blast; hook and line; seine; longline; gillnet,2,93,218,799
Coral Triangle,Indonesia,Gili Islands,C,Gili Air Open,restricted,,,,,,gear,gillnet; cyanide; drumline; spear; fish trap,2,93,131,684
Coral Triangle,Indonesia,Gili Islands,C,Gili Meno Open,restricted,,,,,,"area, gear",fish trap; gillnet; hook and line,2,93,131,683
Coral Triangle,Indonesia,Gili Islands,C,Gili Trawangan Closed,closed,Gili Matra Reserve,3.00,2007,<20km to next reef,low,"gear, area",hook and line; fish trap,2,93,131,168
Coral Triangle,Indonesia,Gili Islands,C,Gili Trawangan Open,restricted,,,,,,"area, species",fish trap; hook and line; spear; longline,2,93,131,169
Coral Triangle,Indonesia,Kopoposang,V,Open,restricted,Kopoposang Restricted,500.00,2009,<20km to next reef,low,area,longline; cyanide; gillnet; blast; spear; hook and line; seine,2,93,125,340
Coral Triangle,Indonesia,Kopoposang,V,Protected,closed,Kopoposang Closed,100.00,2009,<20km to next reef,low,"entrants, area, effort",cyanide; seine; longline; spear; gillnet; blast; hook and line,2,93,125,403
Coral Triangle,Indonesia,North Sulawesi,V,Bangka Island,openly fished,,,,,,,spear; longline; gillnet; cyanide; blast; hook and line; seine,2,93,129,353
Coral Triangle,Indonesia,North Sulawesi,V,Lembeh Island,openly fished,,,,,,,longline; cyanide; blast; hook and line; seine; spear; gillnet,2,93,129,407
Coral Triangle,Indonesia,North Sumatra,V,Aceh Island,restricted,Rupiah Island Marine Park,26.00,,<20km to next reef,low,area,blast; cyanide; spear; seine; hook and line; longline; gillnet,2,93,128,453
Coral Triangle,Indonesia,North Sumatra,V,Weh Island Closed,restricted,Pulau Weh Marine Park,13.00,1982,continuous,low,area,longline; hook and line; cyanide; blast; spear; gillnet; seine,2,93,128,406
Coral Triangle,Indonesia,North Sumatra,V,Weh Island Open,restricted,Weh Island Marine Nature Tourist Park,26.00,1982,continuous,low,area,seine; spear; hook and line; blast; cyanide; longline; gillnet,2,93,128,352
Coral Triangle,Indonesia,Nusa Penida,V,East,openly fished,,,,,,,drumline; hook and line; blast; longline; spear; gillnet; cyanide; seine,2,93,123,343
Coral Triangle,Indonesia,Nusa Penida,V,West,openly fished,,,,,,,spear; seine; hook and line; longline; blast; gillnet; cyanide; drumline,2,93,123,401
Coral Triangle,Indonesia,Raja Ampat,C,x2,openly fished,,,,,,,,2,93,148,416
Coral Triangle,Japan,Okinawa,I,Iriomote,openly fished,,,,,,,gillnet; spear; longline; seine; hook and line,2,63,144,415
Coral Triangle,Japan,Okinawa,I,Kuroshima,openly fished,,,,,,,gillnet; hook and line; seine; longline; spear,2,63,144,376
Coral Triangle,Malaysia,Kota Kinabalu,I,Tunku Abdul Rahman Park,closed,Tunku Abdul Rahman Park,49.00,1974,<20km to next reef,high,"area, effort",,2,100,120,327
Coral Triangle,Malaysia,Kuala Terrenganu,C,Pulau Redang,closed,Pulau Redang Archipelago,510.00,1984,<20km to next reef,medium,"effort, area",spear; hook and line,2,100,221,497
Coral Triangle,Malaysia,Perhentian,V,West,closed,Pulau Perhentian Archipelago,17.00,1984,<20km to next reef,low,,,2,100,220,496
Coral Triangle,Malaysia,Semporna Islands Park,I,Tun Sakaran Marine Park,restricted,Tun Sakaran Marine Park,101.00,2004,<20km to next reef,medium,"area, species",gillnet; spear; seine; hook and line,2,100,126,402
Coral Triangle,Malaysia,Semporna Islands Park,I,x1,openly fished,,,,,,,,2,100,126,362
Coral Triangle,Malaysia,Semporna Islands Park,I,x2,openly fished,,,,,,,,2,100,126,404
Coral Triangle,Malaysia,Semporna South,I,Mabul / Kapalai,openly fished,,,,,,,gillnet; longline; seine; hook and line,2,100,124,368
Coral Triangle,Malaysia,Semporna South,I,Sipadan,closed,Sipadan,4.00,2004,>20km to next reef,high,"entrants, area, effort",,2,100,124,399
Coral Triangle,Malaysia,Tioman,V,East,closed,Pulau Tioman Marine Park,140.00,1994,<20km to next reef,medium,"area, effort",hook and line,2,100,219,495
Coral Triangle,Malaysia,Tioman,V,West,closed,Pulau Tioman Marine Park,140.00,1994,<20km to next reef,medium,"effort, area",hook and line,2,100,219,494
Coral Triangle,Papua New Guinea,Conflict Islands,A,Milne Bay Lagoon,restricted,,,,,,effort,longline; hook and line,2,95,273,414
Coral Triangle,Papua New Guinea,Conflict Islands,A,Outer Milne Bay,restricted,,,,,,effort,hook and line; longline,2,95,273,335
Coral Triangle,Papua New Guinea,Kavieng,I,Kapalaman,openly fished,,,,,,,longline; hook and line; spear,2,95,136,545
Coral Triangle,Papua New Guinea,Kavieng,I,Tsoi Islands,restricted,,,,,,gear,gillnet; longline; seine; spear; hook and line,2,95,136,546
Coral Triangle,Papua New Guinea,Kimbe Bay,I,Hoskins Lagoon,restricted,,,,,,area,hook and line; longline,2,95,137,411
Coral Triangle,Papua New Guinea,Kimbe Bay,I,Restoff Island,restricted,,,,,,area,hook and line; longline,2,95,137,329
Coral Triangle,Philippines,Cagayan Island,V,Cagayancillo,restricted,,,,,,species,gillnet; fish trap; hook and line; drumline; longline; spear,2,74,245,203
Coral Triangle,Philippines,Cagayan Island,V,Cawili,restricted,,,,,,species,longline; hook and line; fish trap; spear; gillnet; drumline,2,74,245,202
Coral Triangle,Philippines,Luzon,V,Matnog,restricted,,,,,,species,longline; fish trap; hook and line; drumline; spear; gillnet,2,74,242,199
Coral Triangle,Philippines,Luzon,V,Ticao,restricted,,,,,,species,spear; longline; fish trap; hook and line; drumline; gillnet,2,74,242,198
Coral Triangle,Philippines,Mindoro,V,Apo Reef,closed,Apo Reef Natural Park,34.00,2007,<20km to next reef,high,"entrants, temporal, bag, area, size, effort, species, gear",,2,74,146,195
Coral Triangle,Philippines,Mindoro,V,Sablayan Closed,restricted,,,,,,species,fish trap; hook and line; drumline; longline; spear; gillnet,2,74,146,196
Coral Triangle,Philippines,Mindoro,V,Sablayan Open,restricted,,,,,,species,spear; drumline; hook and line; fish trap; gillnet; longline,2,74,146,197
Coral Triangle,Philippines,Oslob,V,Cabilao,restricted,,,,,,species,hook and line; gillnet; fish trap; drumline; longline; spear,2,74,243,201
Coral Triangle,Philippines,Sulu,V,Tubbataha,closed,Tubbataha Reefs Natural Park,970.30,1988,>20km to next reef,high,"entrants, gear, species, effort, size, temporal, area, bag",,2,74,244,200
Coral Triangle,Solomon Islands,Gizo Area,V,Open,restricted,,,,,,gear,gillnet; drumline; hook and line; spear; longline,2,62,151,328
Coral Triangle,Solomon Islands,Zaira Area,V,Open,restricted,,,,,,"gear, area, effort",spear; hook and line,2,62,152,418
Coral Triangle,Solomon Islands,Zaira Area,V,Protected,restricted,Zaira Periodically Harvested Closure,3.32,2012,continuous,medium,"area, effort",hook and line; spear,2,62,152,345
Coral Triangle,Solomon Islands,Zaira Area,V,x2,openly fished,,,,,,,,2,62,152,419
Coral Triangle,Taiwan,Dongsha,A,Lagoon,closed,Dongsha Atoll National Park,3537.00,2007,>20km to next reef,low,area,hook and line; gillnet; spear; longline; seine,2,71,169,381
Coral Triangle,Taiwan,Dongsha,A,Outer,closed,Dongsha Atoll National Park,3537.00,2007,>20km to next reef,low,area,seine; gillnet; longline; spear; hook and line,2,71,169,369
Coral Triangle,Taiwan,Green Island,V,Green Island,restricted,,,,,,area,spear; longline; hook and line,2,71,226,505
Coral Triangle,Taiwan,Orchid Island,V,Orchid Island,restricted,,,,,,temporal,longline; gillnet; seine; hook and line; spear,2,71,227,506
Coral Triangle,Taiwan,Penghu,V,Cimei,restricted,,,,,,species,hook and line; spear; longline; seine; gillnet,2,71,228,507
Coral Triangle,Taiwan,Penghu,V,North,restricted,,,,,,area,seine; hook and line; spear; longline; gillnet,2,71,228,508
Coral Triangle,Test Training,Test,A,Training,openly fished,,,,,,,gillnet,2,121,308,710
Coral Triangle,Timor-Leste,x,C,x1,openly fished,,,,,,,,2,76,178,367
Coral Triangle,Timor-Leste,x,C,x2,openly fished,,,,,,,,2,76,178,389
Coral Triangle,Vietnam,Con Dao Islands,I,Con Dao,openly fished,,,,,,,trawl; gillnet; fish trap; hook and line; drumline; seine; longline,2,117,330,753
Coral Triangle,Vietnam,CoTo Island,I,Chien Thang,openly fished,,,,,,,,2,117,240,540
Coral Triangle,Vietnam,CoTo Island,I,Dong Tien,openly fished,,,,,,,spear; cyanide; blast; hook and line; drumline; seine; longline; gillnet,2,117,240,539
Coral Triangle,Vietnam,Ninh Thuan,C,North,openly fished,,,,,,,seine; spear; gillnet; drumline; hook and line; longline,2,117,241,538
Coral Triangle,Vietnam,Ninh Thuan,C,South,openly fished,,,,,,,gillnet; seine; drumline; longline; hook and line; spear,2,117,241,537
Coral Triangle,Vietnam,Phu Quoc,I,An Thoi,restricted,Phu Quoc Marine Park,98.42,2001,continuous,low,area,hook and line; drumline; seine; longline; spear; gillnet; trawl; fish trap,2,117,331,754
Indian Ocean,Australia-Indian Ocean,Ashmore,A,Ashmore East,closed,Ashmore Reef Commonwealth Marine Reserve,583.00,1983,>20km to next reef,high,,,4,85,122,400
Indian Ocean,Australia-Indian Ocean,Ashmore,A,Ashmore West,closed,Ashmore Reef Commonwealth Marine Reserve,583.00,1983,>20km to next reef,high,,,4,85,122,357
Indian Ocean,Australia-Indian Ocean,Christmas Island,I,East,openly fished,,,,,,,spear; hook and line,4,85,298,691
Indian Ocean,Australia-Indian Ocean,Christmas Island,I,North West,openly fished,,,,,,,spear; hook and line,4,85,298,692
Indian Ocean,Australia-Indian Ocean,Cobourg Peninsula,C,Airport Beach,restricted,Cobourg Marine Park,229.00,1983,continuous,unknown,gear,hook and line,4,85,223,499
Indian Ocean,Australia-Indian Ocean,Cobourg Peninsula,C,Offshore Reef,restricted,,,,,,gear,hook and line,4,85,223,500
Indian Ocean,Australia-Indian Ocean,Cocos-Keeling,A,Home Island,openly fished,,,,,,,hook and line; spear,4,85,127,688
Indian Ocean,Australia-Indian Ocean,Cocos-Keeling,A,Keeling,restricted,,,,,,,hook and line,4,85,127,732
Indian Ocean,Australia-Indian Ocean,Cocos-Keeling,A,South Island,openly fished,,,,,,,spear; hook and line,4,85,127,690
Indian Ocean,Australia-Indian Ocean,Cocos-Keeling,A,West Island,openly fished,,,,,,,hook and line; spear,4,85,127,689
Indian Ocean,Australia-Indian Ocean,Cocos-Keeling,A,x1,openly fished,,,,,,,,4,85,127,359
Indian Ocean,Australia-Indian Ocean,Cocos-Keeling,A,x2,openly fished,,,,,,,,4,85,127,405
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,Easter Open,restricted,Abrolhos Island Fish Habitat Protection Area,2531.00,1994,>20km to next reef,high,"species, gear, effort, size, area",longline; hook and line; spear,4,85,290,626
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,Easter Reserve,closed,Easter Reserve,22.29,1994,continuous,high,"effort, gear, area, size, species",longline; hook and line; spear,4,85,290,627
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,North Open,restricted,Abrolhos Island Fish Habitat Protection Area,2531.00,1994,>20km to next reef,high,"area, gear, species, effort, size",longline; hook and line; spear,4,85,290,628
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,North Reserve,closed,North Reserve,2.78,1994,continuous,high,"area, gear, species, effort, size",longline; hook and line; spear,4,85,290,629
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,Pelsaert Open,restricted,Abrolhos Island Fish Habitat Protection Area,2531.00,1994,>20km to next reef,high,"effort, area, gear, species, size",longline; spear; hook and line,4,85,290,632
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,Pelsaert Reserve,closed,Pelsaert Reserve,13.72,1994,continuous,high,"size, area, species, effort, gear",hook and line; spear; longline,4,85,290,633
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,Wallabi Open,restricted,Abrolhos Island Fish Habitat Protection Area,2531.00,1994,>20km to next reef,high,"effort, area, size, species, gear",hook and line; spear; longline,4,85,290,630
Indian Ocean,Australia-Indian Ocean,Houtman Abrolhos,A,Wallabi Reserve,closed,Wallabi Reserve,27.44,1994,continuous,high,"gear, species, effort, area, size",longline; spear; hook and line,4,85,290,631
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Adele Island,restricted,,,,,,"effort, species, area, gear, size",hook and line; gillnet,4,85,294,652
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Blue Holes,restricted,,,,,,"area, size, effort, species, gear",hook and line; gillnet,4,85,294,663
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Cape Lagrange,restricted,,,,,,"gear, size, effort, species, area",hook and line; gillnet,4,85,294,685
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Dugong Bay,restricted,,,,,,"species, gear, effort, size",gillnet; hook and line,4,85,294,653
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Emeriau Point,restricted,,,,,,"effort, area, gear, size, species",gillnet; hook and line,4,85,294,686
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Entrance Island,restricted,,,,,,"area, gear, species, effort, size",gillnet; hook and line,4,85,294,661
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Hat Point,restricted,,,,,,"gear, species, effort, size, area",gillnet; hook and line,4,85,294,659
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Holothuria Reef,restricted,,,,,,"effort, gear, species, area, size",hook and line; gillnet,4,85,294,660
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Institut Islands,restricted,,,,,,"gear, effort, size, area, species",hook and line; gillnet,4,85,294,657
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Jackson Island,restricted,,,,,,"gear, effort, area, species, size",hook and line; gillnet,4,85,294,662
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Lacepede Islands,restricted,,,,,,"gear, species, area, size, effort",hook and line; gillnet,4,85,294,687
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Long Reef,restricted,,,,,,"gear, area, effort, species, size",hook and line; gillnet,4,85,294,658
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Montgomery Channel,restricted,,,,,,"gear, area, size, effort, species",gillnet; hook and line,4,85,294,664
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Montgomery Island,restricted,,,,,,"gear, area, size, effort, species",gillnet; hook and line,4,85,294,654
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Wildcat Reef,restricted,,,,,,"size, area, gear, species, effort",gillnet; hook and line,4,85,294,656
Indian Ocean,Australia-Indian Ocean,Kimberley,C,Wilson Point,restricted,,,,,,"gear, area, size, effort, species",hook and line; gillnet,4,85,294,655
Indian Ocean,Australia-Indian Ocean,Montebello Islands,A,Monte Fished,restricted,Montebello Marine Park,583.31,2007,>20km to next reef,high,"effort, size, species, area, gear",hook and line; spear,4,85,292,641
Indian Ocean,Australia-Indian Ocean,Montebello Islands,A,Monte Reserve,closed,Montebello Sanctuaries,280.00,2007,continuous,high,"effort, area, size, gear, species",spear; hook and line,4,85,292,642
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Bateman Reserve,closed,Bateman Sanctuary,11.10,2005,continuous,high,"size, gear, species, effort, area",hook and line; spear,4,85,291,669
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Cloates Open,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"gear, species, area, size, effort",hook and line; spear,4,85,291,670
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Cloates Reserve,closed,Cloates Sanctuary Zone,447.52,2005,continuous,high,"effort, size, gear, area, species",spear; hook and line,4,85,291,671
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,East Exmouth Gulf,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"size, gear, species, effort, area",hook and line; spear,4,85,291,667
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Mandu Open,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"area, gear, species, effort, size",spear; hook and line,4,85,291,672
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Mandu Reserve,closed,Mandu Sanctuary,13.49,2005,continuous,high,"gear, area, size, effort, species",spear; hook and line,4,85,291,673
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Maud Reserve,closed,Maud Sanctuary,21.51,2005,continuous,high,"species, area, size, effort, gear",spear; hook and line,4,85,291,674
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Middle,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"gear, area, species, size, effort",hook and line; spear,4,85,291,634
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,North,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"species, area, size, effort, gear",spear; hook and line,4,85,291,635
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Osprey Reserve,closed,Osprey Sanctuary,95.13,2005,continuous,high,"species, gear, area, size, effort",spear; hook and line,4,85,291,675
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Pelican Open,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"size, area, species, effort, gear",hook and line; spear,4,85,291,676
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Pelican Reserve,closed,Pelican Sanctuary,108.64,2005,continuous,high,"area, size, gear, species, effort",spear; hook and line,4,85,291,677
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,South,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"species, area, size, effort, gear",hook and line; spear,4,85,291,636
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,South Exmouth Gulf,restricted,,,,,,"species, gear, size, effort",hook and line; spear; seine,4,85,291,665
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,West Exmouth Gulf,restricted,,,,,,"gear, effort, size, species",spear; seine; hook and line,4,85,291,666
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Winderabandi Open,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"size, effort, species, gear, area",spear; hook and line,4,85,291,678
Indian Ocean,Australia-Indian Ocean,Ningaloo,C,Winderabandi Reserve,closed,Winderabandi Sanctuary,55.26,2005,continuous,high,"effort, gear, species, area, size",spear; hook and line,4,85,291,679
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Dampier,restricted,,,,,,"species, effort, size, gear",hook and line; spear,4,85,293,643
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Eaglehawk Island,restricted,,,,,,"species, effort, size, gear",spear; hook and line,4,85,293,680
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Enderby Island,restricted,,,,,,"size, gear, species, effort",spear; hook and line,4,85,293,681
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Mackeral Islands,restricted,,,,,,"gear, effort, size, species",gillnet; hook and line; spear,4,85,293,644
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Murion Open,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"size, area, gear, effort, species",spear; hook and line,4,85,293,646
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Murion Reserve,closed,Murion Conservation Areas,19.29,2005,>20km to next reef,high,"area, gear, species, effort, size",spear; hook and line,4,85,293,647
Indian Ocean,Australia-Indian Ocean,Pilbara,C,NW Cape Open,restricted,Ningaloo Marine Park,2633.43,2005,continuous,high,"gear, species, size, effort, area",hook and line; spear,4,85,293,648
Indian Ocean,Australia-Indian Ocean,Pilbara,C,NW Cape Reserve,closed,NW Cape Sanctuaries,11.86,2005,continuous,high,"gear, area, effort, size, species",spear; hook and line,4,85,293,649
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Rosemary Island,restricted,,,,,,"size, gear, species, effort",hook and line; spear,4,85,293,682
Indian Ocean,Australia-Indian Ocean,Pilbara,C,Thevenard Island,restricted,,,,,,"gear, size, effort, species",spear; hook and line,4,85,293,645
Indian Ocean,Australia-Indian Ocean,Rowley Shoals,A,Clerke Reef,restricted,Rowley Shoals Marine Park,876.00,1990,>20km to next reef,high,"entrants, bag, area, size, effort, gear, species",hook and line,4,85,149,417
Indian Ocean,Australia-Indian Ocean,Rowley Shoals,A,Imperieuse Reef,restricted,Rowley Shoals Marine Park,876.00,1990,>20km to next reef,high,"species, gear, effort, size, area, bag, entrants",hook and line,4,85,149,332
Indian Ocean,Australia-Indian Ocean,Scott Reef,I,North,openly fished,,,,,,,spear; hook and line,4,85,198,439
Indian Ocean,Australia-Indian Ocean,Scott Reef,I,South,openly fished,,,,,,,hook and line; spear,4,85,198,467
Indian Ocean,India,West Coast,C,Netrani,restricted,,,,,,"size, species, gear",gillnet; trawl; seine; hook and line,4,104,275,592
Indian Ocean,India,West Coast,C,Takarli,restricted,,,,,,"size, gear, species",hook and line; seine; gillnet; trawl,4,104,275,593
Indian Ocean,Kenya,Southern Kenya,C,Kisite Marine National Park,closed,Kisite Marine National Park,28.00,1973,<20km to next reef,high,,,4,107,281,606
Indian Ocean,Kenya,Southern Kenya,C,Kisite West,restricted,,,,,,"effort, species, gear",longline; fish trap; hook and line; seine; gillnet; spear,4,107,281,731
Indian Ocean,Kenya,Southern Kenya,C,Mpunguti Reserve,restricted,Mpunguti Reserve,11.00,1973,<20km to next reef,low,"gear, effort, species",fish trap; hook and line,4,107,281,730
Indian Ocean,Kenya,Southern Kenya,C,Watamu,restricted,Watamu Marine Reserve,219.00,1968,<20km to next reef,medium,"gear, species, effort",hook and line; fish trap,4,107,281,607
Indian Ocean,Madagascar,Antongil Bay,C,Antongil Bay 1,openly fished,,,,,,,,4,97,121,164
Indian Ocean,Madagascar,Antongil Bay,C,Antongil Bay 2,openly fished,,,,,,,,4,97,121,165
Indian Ocean,Madagascar,Barren Islands,I,Androta,openly fished,,,,,,,hook and line; gillnet,4,97,338,783
Indian Ocean,Madagascar,Barren Islands,I,Moarantaly,openly fished,,,,,,,gillnet; hook and line,4,97,338,782
Indian Ocean,Madagascar,Barren Islands,I,Nosy Iranja,openly fished,,,,,,,gillnet; hook and line,4,97,338,784
Indian Ocean,Madagascar,Barren Islands,I,Nosy Lava,openly fished,,,,,,,gillnet; spear; fish trap; hook and line,4,97,338,781
Indian Ocean,Madagascar,Barren Islands,I,Raddam,openly fished,,,,,,,gillnet; spear; hook and line,4,97,338,785
Indian Ocean,Madagascar,Nosy Be,C,Entr_e canal sud,openly fished,,,,,,,hook and line; gillnet; fish trap,4,97,143,186
Indian Ocean,Madagascar,Nosy Be,C,Grand banc exterieur,openly fished,,,,,,,spear; fish trap; gillnet; hook and line,4,97,143,187
Indian Ocean,Madagascar,Nosy Be,C,Grand banc interieur,openly fished,,,,,,,hook and line; gillnet; fish trap,4,97,143,188
Indian Ocean,Madagascar,Nosy Be,C,Les Pleiades,openly fished,,,,,,,hook and line; gillnet; fish trap,4,97,143,184
Indian Ocean,Madagascar,Nosy Be,C,Nosy Sakatia,openly fished,,,,,,,hook and line; gillnet; fish trap,4,97,143,532
Indian Ocean,Madagascar,Nosy Be,C,Nosy Tanikely,closed,Tanikely Marine Reserve,1.00,2010,<20km to next reef,high,gear,,4,97,143,189
Indian Ocean,Madagascar,Nosy Be,C,Offshore,openly fished,,,,,,gear,gillnet; hook and line; fish trap; longline,4,97,143,531
Indian Ocean,Madagascar,Nosy Be,C,Pente exterieur Iranja,openly fished,,,,,,gear,fish trap; longline; gillnet; hook and line,4,97,143,190
Indian Ocean,Madagascar,Nosy Be,C,Pente interieur Iranja,openly fished,,,,,,gear,gillnet; hook and line; fish trap; spear,4,97,143,191
Indian Ocean,Madagascar,Nosy Be,C,Shark Point,restricted,,,,,,gear,hook and line; gillnet; fish trap,4,97,143,185
Indian Ocean,Madagascar,Nosy Be,C,Tombant ankaatsoberavina,openly fished,,,,,,gear,hook and line; gillnet,4,97,143,192
Indian Ocean,Madagascar,Nosy Iranja,I,Banc Ankivonjy,restricted,,,,,,"gear, species",fish trap; spear; longline; gillnet; hook and line,4,97,237,637
Indian Ocean,Madagascar,Nosy Iranja,I,North Reef,restricted,,,,,,gear,fish trap; hook and line,4,97,237,638
Indian Ocean,Madagascar,Nosy Iranja,I,No-Take Island,closed,Nosy Iranja,3.00,2009,>20km to next reef,medium,,,4,97,237,528
Indian Ocean,Madagascar,Nosy Iranja,I,No-Take North,closed,Nosy Iranja,3.00,2009,>20km to next reef,medium,,,4,97,237,527
Indian Ocean,Madagascar,Nosy Iranja,I,No-Take South,closed,Nosy Iranja,3.00,2009,>20km to next reef,medium,,,4,97,237,524
Indian Ocean,Madagascar,Nosy Iranja,I,Open Inshore,openly fished,,,,,,,fish trap; gillnet; hook and line; spear,4,97,237,526
Indian Ocean,Madagascar,Nosy Iranja,I,Restricted,restricted,,,,,,gear,hook and line,4,97,237,525
Indian Ocean,Madagascar,Nosy Iranja,I,Restricted North,restricted,,,,,,gear,hook and line; fish trap,4,97,237,529
Indian Ocean,Madagascar,Nosy Iranja,I,South Reef,restricted,,,,,,gear,hook and line,4,97,237,639
Indian Ocean,Madagascar,Nosy Komba,I,Nosy Komba,openly fished,,,,,,,hook and line; gillnet,4,97,238,530
Indian Ocean,Madagascar,Nosy Mitsio,I,Mitsio No-Take,closed,Mitsio Reserve,3.00,2013,>20km to next reef,low,,,4,97,239,534
Indian Ocean,Madagascar,Nosy Mitsio,I,Mitsio Restricted,restricted,,,,,,gear,hook and line,4,97,239,535
Indian Ocean,Madagascar,Nosy Mitsio,I,North Island,closed,Mitsio Reserve,3.00,2013,>20km to next reef,low,,,4,97,239,533
Indian Ocean,Madagascar,Nosy Mitsio,I,South Mitsio No-Take,closed,Mitsio Reserve,3.00,2013,>20km to next reef,low,,,4,97,239,536
Indian Ocean,Maldives,Ari,A,North Ari Atoll,restricted,,,,,,"gear, species",fish trap; seine; spear; hook and line; gillnet; longline,4,91,196,432
Indian Ocean,Maldives,Ari,A,South Ari Atoll,restricted,South Ari Marine Protected Area,42.00,2009,<20km to next reef,low,"gear, species, area",fish trap; seine; spear; hook and line; gillnet; longline,4,91,196,181
Indian Ocean,Maldives,Baa Atoll,A,East,restricted,,,,,,"gear, species",fish trap; drumline; hook and line; gillnet; spear; longline; seine,4,91,349,808
Indian Ocean,Maldives,Huvadhoo,A,Gaafu Alifu,closed,,,,,,,,4,91,350,811
Indian Ocean,Maldives,Huvadhoo,A,Gaafu Dhaalu,closed,,,,,,,,4,91,350,812
Indian Ocean,Maldives,Lhaviyani Atoll,A,North Lhaviyani,restricted,,,,,,"area, gear, species",gillnet; hook and line; fish trap; seine; spear; longline,4,91,195,433
Indian Ocean,Maldives,Malé,A,North Malé Atoll,restricted,,,,,,"gear, area, species",fish trap; gillnet; longline; spear; seine; hook and line,4,91,140,434
