region_name,location_name,site_name,reef_name,reef_type,trip_code,trip_year,set_code,maxn,common_name,genus,species,species_group,family,event_time_mil,event_time_mins,set_lat,set_long,visibility,depth,bait,current_flow_estimated,current_flow_instrumented,reef_id,set_id,master_set_id,animal_id
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_010,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,340277,005:40:277,15.84591700,-79.81319400,7,15.10,Sardines,,,556,17038,6340,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_011,3,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,2752721,045:52:721,15.85480600,-79.81330600,5,11.90,Sardines,,,556,17039,6341,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_011,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,3177355,052:57:355,15.85480600,-79.81330600,5,11.90,Sardines,,,556,17039,6341,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_011,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2266787,037:46:787,15.85480600,-79.81330600,5,11.90,Sardines,,,556,17039,6341,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_012,3,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,2943340,049:03:340,15.86372200,-79.80675000,7,9.60,Sardines,,,556,17040,6342,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_012,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1323746,022:03:746,15.86372200,-79.80675000,7,9.60,Sardines,,,556,17040,6342,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_013,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,216900,003:36:900,15.84808300,-79.77338900,5,15.30,Sardines,,,556,17041,6343,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_015,2,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,2592741,043:12:741,15.85216700,-79.75450000,5,15.30,Sardines,,,556,17042,6344,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_015,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,593245,009:53:245,15.85216700,-79.75450000,5,15.30,Sardines,,,556,17042,6344,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_016,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1758785,029:18:785,15.85791700,-79.74644400,5,18.00,Sardines,,,556,17043,6345,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,lagoon,FP_2017_CO_01,2017,CSCS_017,1,Great hammerhead shark,Sphyrna,mokarran,Shark,Sphyrnidae,1451757,024:11:757,15.87016700,-79.87544400,7,18.00,Sardines,,,556,17044,6346,21
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,lagoon,FP_2017_CO_01,2017,CSCS_020,,,,,,,,,15.90163900,-79.89363900,7,17.00,Sardines,,,556,17047,6347,9999
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,lagoon,FP_2017_CO_01,2017,CSCS_021,,,,,,,,,15.90100000,-79.91497200,7,16.00,Sardines,,,556,17048,6348,9999
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,lagoon,FP_2017_CO_01,2017,CSCS_022,1,Unknown guitarfish,Pseudobatos,sp.,Ray,Rhinobatidae,2689310,044:49:310,15.90422200,-79.90980600,7,15.10,Sardines,,,556,17049,6349,553
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,lagoon,FP_2017_CO_01,2017,CSCS_022,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,2019306,033:39:306,15.90422200,-79.90980600,7,15.10,Sardines,,,556,17049,6349,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,lagoon,FP_2017_CO_01,2017,CSCS_022,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,3383314,056:23:314,15.90422200,-79.90980600,7,15.10,Sardines,,,556,17049,6349,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,lagoon,FP_2017_CO_01,2017,CSCS_023,,,,,,,,,15.90938900,-79.92136100,7,18.10,Sardines,,,556,17050,6350,9999
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_025,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3166434,052:46:434,15.82677800,-79.81816700,7,16.00,Sardines,,,556,17052,6351,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_026,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1718750,028:38:750,15.82350000,-79.80913900,7,15.00,Sardines,,,556,17053,6352,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_027,,,,,,,,,15.82038900,-79.79994400,5,21.00,Sardines,,,556,17054,6353,9999
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_028,,,,,,,,,15.81827800,-79.79122200,7,21.70,Sardines,,,556,17055,6354,9999
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_029,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3319382,055:19:382,15.81652800,-79.80411100,5,20.50,Sardines,,,556,17056,6355,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_030,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,2262593,037:42:593,15.81505600,-79.81433300,7,18.50,Sardines,,,556,17057,6356,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_031,,,,,,,,,15.81325000,-79.82297200,5,18.90,Sardines,,,556,17058,6357,9999
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_032,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,474218,007:54:218,15.80880600,-79.83575000,3,16.70,Sardines,,,556,17059,6358,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_032,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,45679,000:45:679,15.80880600,-79.83575000,3,16.70,Sardines,,,556,17059,6358,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_033,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1267670,021:07:670,15.79333300,-79.84080600,5,10.00,Sardines,,,556,17060,6359,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_033,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1573676,026:13:676,15.79333300,-79.84080600,5,10.00,Sardines,,,556,17060,6359,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_034,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1770252,029:30:252,15.78650000,-79.84705600,5,18.29,Sardines,,,556,17061,6360,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_034,1,Tiger shark,Galeocerdo,cuvier,Shark,Carcharhinidae,2915058,048:35:058,15.78650000,-79.84705600,5,18.29,Sardines,,,556,17061,6360,19
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_035,2,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,1774110,029:34:110,15.78219400,-79.85611100,7,18.29,Sardines,,,556,17062,6361,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_035,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3372111,056:12:111,15.78219400,-79.85611100,7,18.29,Sardines,,,556,17062,6361,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_037,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,219704,003:39:704,15.80230600,-79.83744400,5,10.00,Sardines,,,556,17064,6362,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_040,3,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1662661,027:42:661,15.80905600,-79.84102800,7,8.70,Sardines,,,556,17067,6363,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_040,3,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2682911,044:42:911,15.80905600,-79.84102800,7,8.70,Sardines,,,556,17067,6363,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_042,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,1430375,023:50:375,15.77802800,-79.86058300,7,18.90,Sardines,,,556,17069,6364,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_043,1,Unknown guitarfish,Pseudobatos,sp.,Ray,Rhinobatidae,3435686,057:15:686,15.73336100,-79.83536100,9,20.42,Sardines,,,556,17070,6365,553
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_043,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,350684,005:50:684,15.73336100,-79.83536100,9,20.42,Sardines,,,556,17070,6365,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_043,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1339486,022:19:486,15.73336100,-79.83536100,9,20.42,Sardines,,,556,17070,6365,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_043,2,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2549237,042:29:237,15.73336100,-79.83536100,9,20.42,Sardines,,,556,17070,6365,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_044,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,2616502,043:36:502,15.78650000,-79.85644400,9,22.25,Sardines,,,556,17071,6366,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_044,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1711303,028:31:303,15.78650000,-79.85644400,9,22.25,Sardines,,,556,17071,6366,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_045,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2967637,049:27:637,15.79055600,-79.84836100,7,13.69,Sardines,,,556,17072,6367,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_045,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,767592,012:47:592,15.79055600,-79.84836100,7,13.69,Sardines,,,556,17072,6367,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_046,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,3232188,053:52:188,15.79147200,-79.83875000,7,18.59,Sardines,,,556,17073,6368,24
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_046,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,912554,015:12:554,15.79147200,-79.83875000,7,18.59,Sardines,,,556,17073,6368,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_049,,,,,,,,,15.79991700,-79.85919400,9,13.72,Sardines,,,556,17076,6369,9999
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_051,1,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,2633000,043:53:000,15.80786100,-79.87855600,7,14.78,Sardines,,,556,17078,6370,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_051,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1969295,032:49:295,15.80786100,-79.87855600,7,14.78,Sardines,,,556,17078,6370,23
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_052,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1092577,018:12:577,15.81894400,-79.88305600,9,14.33,Sardines,,,556,17079,6371,28
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_052,2,Sharpnose shark (Atlantic/Carib),Rhizoprionodon,sp.,Shark,Carcharhinidae,360728,006:00:728,15.81894400,-79.88305600,9,14.33,Sardines,,,556,17079,6371,17
Western Atlantic,Colombia,Cayo Serranilla,Cayo Serranilla,slope,FP_2017_CO_01,2017,CSCS_052,5,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,327634,005:27:634,15.81894400,-79.88305600,9,14.33,Sardines,,,556,17079,6371,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_001,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,2107130,035:07:130,16.99468000,-77.79317000,9,13.87,Mackerel,,,82,17081,4991,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_001,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2007032,033:27:032,16.99468000,-77.79317000,9,13.87,Mackerel,,,82,17081,4991,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_002,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,2494695,041:34:695,16.98803000,-77.79601000,9,12.98,Mackerel,,,82,17082,4992,28
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_002,1,Whitespotted eagle ray,Aetobatus,narinari,Ray,Aetobatidae,1507902,025:07:902,16.98803000,-77.79601000,9,12.98,Mackerel,,,82,17082,4992,25
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_002,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1989905,033:09:905,16.98803000,-77.79601000,9,12.98,Mackerel,,,82,17082,4992,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_003,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,402274,006:42:274,16.98167000,-77.79919000,9,12.19,Mackerel,,,82,17083,4993,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_004,1,Blacknose shark,Carcharhinus,acronotus,Shark,Carcharhinidae,3529633,058:49:633,16.97184000,-77.79712000,9,12.04,Mackerel,,,82,17084,4994,18
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_005,1,Carcharhinus sp.,Carcharhinus,sp.,Shark,Carcharhinidae,44611,000:44:611,16.99115000,-77.79356000,9,18.23,Mackerel,,,82,17085,4995,390
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_005,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1878871,031:18:871,16.99115000,-77.79356000,9,18.23,Mackerel,,,82,17085,4995,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_005,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,127706,002:07:706,16.99115000,-77.79356000,9,18.23,Mackerel,,,82,17085,4995,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_006,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,471017,007:51:017,16.98545000,-77.79637000,9,15.54,Mackerel,,,82,17086,4996,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_007,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,1851489,030:51:489,16.98066000,-77.79633000,9,15.61,Mackerel,,,82,17087,4997,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_008,1,Whitespotted eagle ray,Aetobatus,narinari,Ray,Aetobatidae,832782,013:52:782,16.97570000,-77.79688000,7,7.77,Mackerel,,,82,17088,4998,25
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_009,,,,,,,,,16.97060000,-77.79774000,9,12.50,Mackerel,,,82,17089,4999,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_010,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,483485,008:03:485,16.96711000,-77.79410000,9,13.41,Mackerel,,,82,17090,5000,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_011,1,Blacknose shark,Carcharhinus,acronotus,Shark,Carcharhinidae,2915871,048:35:871,16.96255000,-77.79218000,7,13.72,Mackerel,,,82,17091,5001,18
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_012,,,,,,,,,16.95789000,-77.79040000,9,14.63,Mackerel,,,82,17092,5002,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_013,,,,,,,,,16.95687000,-77.78741000,9,15.54,Mackerel,,,82,17093,5003,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_014,,,,,,,,,16.96243000,-77.78816000,7,17.37,Mackerel,,,82,17094,5004,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_015,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2692033,044:52:033,16.96827000,-77.78977000,9,14.94,Mackerel,,,82,17095,5005,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_016,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,228469,003:48:469,16.97304000,-77.79173000,7,16.76,Mackerel,,,82,17096,5006,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_017,,,,,,,,,16.99267000,-77.81407000,9,9.14,Mackerel,,,82,17097,5007,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_018,,,,,,,,,16.94730000,-77.81364000,7,10.67,Mackerel,,,82,17098,5008,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_019,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,1280251,021:20:251,17.00205000,-77.81277000,9,11.28,Mackerel,,,82,17099,5009,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_019,1,Unknown Shark,Unknown,sp.,Shark,Selachimorpha,114556,001:54:556,17.00205000,-77.81277000,9,11.28,Mackerel,,,82,17099,5009,50
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_020,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,149241,002:29:241,17.00349000,-77.81762000,9,13.41,Mackerel,,,82,17100,5010,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_020,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,347917,005:47:917,17.00349000,-77.81762000,9,13.41,Mackerel,,,82,17100,5010,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_021,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2212113,036:52:113,17.00205000,-77.83222000,9,11.89,Mackerel,,,82,17101,5011,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_022,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1545480,025:45:480,17.00653000,-77.83166000,7,12.80,Mackerel,,,82,17102,5012,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_023,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,1179693,019:39:693,17.00640000,-77.82712000,9,14.02,Mackerel,,,82,17103,5013,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_023,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,214328,003:34:328,17.00640000,-77.82712000,9,14.02,Mackerel,,,82,17103,5013,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_024,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,680959,011:20:959,17.00578000,-77.82261000,9,12.80,Mackerel,,,82,17104,5014,28
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_024,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2843246,047:23:246,17.00578000,-77.82261000,9,12.80,Mackerel,,,82,17104,5014,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_025,1,Unknown Ray,Unknown,sp.,Ray,Batoidea,375119,006:15:119,17.00564000,-77.81737000,9,13.93,Mackerel,,,82,17105,5015,51
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_025,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,2361638,039:21:638,17.00564000,-77.81737000,9,13.93,Mackerel,,,82,17105,5015,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_025,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2679820,044:39:820,17.00564000,-77.81737000,9,13.93,Mackerel,,,82,17105,5015,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_026,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1678226,027:58:226,17.00581000,-77.81236000,7,12.31,Mackerel,,,82,17106,5016,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_027,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,898122,014:58:122,17.00515000,-77.80751000,9,10.49,Mackerel,,,82,17107,5017,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_027,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1768252,029:28:252,17.00515000,-77.80751000,9,10.49,Mackerel,,,82,17107,5017,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_028,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,1797681,029:57:681,17.00552000,-77.80237000,7,8.84,Mackerel,,,82,17108,5018,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_029,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1868969,031:08:969,17.01482000,-77.78802000,7,0.00,Mackerel,,,82,17109,5019,23
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_030,,,,,,,,,17.01411000,-77.79282000,9,8.14,Mackerel,,,82,17110,5020,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_031,,,,,,,,,17.01241000,-77.79778000,9,10.06,Mackerel,,,82,17111,5021,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_032,,,,,,,,,17.01072000,-77.80293000,9,11.64,Mackerel,,,82,17112,5022,9999
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_033,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2491679,041:31:679,17.01752000,-77.79728000,9,10.73,Mackerel,,,82,17113,5023,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_034,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,1708567,028:28:567,17.02168000,-77.79568000,9,12.04,Mackerel,,,82,17114,5024,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_035,1,Tiger shark,Galeocerdo,cuvier,Shark,Carcharhinidae,2783887,046:23:887,17.02617000,-77.79498000,7,12.59,Mackerel,,,82,17115,5025,19
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_036,1,Yellow round ray,Urobatis,jamaicensis,Ray,Urotrygonidae,284958,004:44:958,17.03054000,-77.79327000,7,12.68,Mackerel,,,82,17116,5026,26
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_037,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1250322,020:50:322,16.99505000,-77.80378000,7,6.25,Mackerel,,,82,17117,5028,28
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_037,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2340839,039:00:839,16.99505000,-77.80378000,7,6.25,Mackerel,,,82,17117,5028,24
Western Atlantic,Jamaica,Pedro Bank,Pedro Bank,slope,FP_2017_JM_01,2017,PBP_037,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,394762,006:34:762,16.99505000,-77.80378000,7,6.25,Mackerel,,,82,17117,5028,23
