region_name,location_name,site_name,reef_name,reef_type,trip_code,trip_year,set_code,maxn,common_name,genus,species,species_group,family,event_time_mil,event_time_mins,set_lat,set_long,visibility,depth,bait,current_flow_estimated,current_flow_instrumented,reef_id,set_id,master_set_id,animal_id
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_044,,,,,,,,,16.36611800,-61.54561500,,8.80,Sardines,,,171,30955,19279,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_045,,,,,,,,,16.39001300,-61.53003700,,9.50,Sardines,,,171,30956,19280,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_046,,,,,,,,,16.40027400,-61.53465600,,14.00,Sardines,,,171,30957,19281,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_047,,,,,,,,,16.40434600,-61.53650600,,15.60,Sardines,,,171,30958,19282,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_048,,,,,,,,,16.41365300,-61.53969500,,19.00,Sardines,,,171,30959,19283,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_049,,,,,,,,,16.43466200,-61.54380800,,14.00,Sardines,,,171,30960,15526,9999
Western Atlantic,French West Indies,Guadeloupe,Grande cul de Sac,back reef,FP_2016_FR_01,2016,GPC_050,,,,,,,,,16.44600400,-61.54159600,,14.00,Sardines,,,171,30961,15525,9999
Western Atlantic,Dutch Caribbean,Aruba,Aruba West,slope,FP_2017_DC_02,2017,ARW_050,,,,,,,,,12.47290000,-69.99406700,,35.00,Sardines,,,758,33015,16271,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_006,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3394979,056:34:979,16.18109600,-61.09667000,,11.00,Sardines,,,170,30996,12342,23
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_017,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,2177507,036:17:507,16.16701100,-61.13340500,,13.50,Sardines,,,170,31007,12452,28
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_021,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,3429931,057:09:931,16.17584300,-61.13614900,,10.00,Sardines,,,170,31011,12350,28
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_023,,,,,,,,,16.18193400,-61.11603600,,14.10,Sardines,,,170,31013,12459,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_024,,,,,,,,,16.18582000,-61.10825900,,15.10,Sardines,,,170,31014,12351,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_028,,,,,,,,,16.18092300,-61.11459100,,11.00,Sardines,,,170,31018,12354,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_029,,,,,,,,,16.18279200,-61.10720300,,11.80,Sardines,,,170,31019,12355,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_031,,,,,,,,,16.17826200,-61.09988200,,19.30,Sardines,,,170,31021,19310,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_032,1,Requiem Shark,Unknown,sp.,Shark,Carcharhinidae,3077515,051:17:515,16.17045800,-61.10308000,,13.20,Sardines,,,170,31022,12524,292
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_032,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,273838,004:33:838,16.17045800,-61.10308000,,13.20,Sardines,,,170,31022,12524,28
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_033,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,3203731,053:23:731,16.18155100,-61.11231000,,11.60,Sardines,,,170,31023,12508,28
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_035,,,,,,,,,16.17980800,-61.09870800,,13.50,Sardines,,,170,31025,12506,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_048,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,111677,001:51:677,16.15975700,-61.11071400,,10.30,Sardines,,,170,31038,16698,23
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_041,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1591914,026:31:914,16.16680200,-61.13201500,,13.60,Sardines,,,170,31031,16692,28
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_042,,,,,,,,,16.16193100,-61.12630100,,14.50,Sardines,,,170,31032,16693,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_043,,,,,,,,,16.16289900,-61.11484600,,11.30,Sardines,,,170,31033,16694,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_044,1,Whitespotted eagle ray,Aetobatus,narinari,Ray,Aetobatidae,906776,015:06:776,16.16287300,-61.10682100,,14.50,Sardines,,,170,31034,15521,25
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_045,,,,,,,,,16.17682200,-61.14182000,,13.70,Sardines,,,170,31035,16695,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_046,,,,,,,,,16.16768700,-61.12948200,,10.10,Sardines,,,170,31036,16696,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_047,,,,,,,,,16.16456500,-61.11482200,,9.10,Sardines,,,170,31037,16697,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_049,,,,,,,,,16.16561200,-61.12669200,,11.30,Sardines,,,170,31039,16699,9999
Western Atlantic,French West Indies,Guadeloupe,Petit Terre,back reef,FP_2016_FR_01,2016,GPT_050,,,,,,,,,16.17354800,-61.13651100,,12.20,Sardines,,,170,31040,19578,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_022,,,,,,,,,14.68072700,-60.84038000,,11.00,Sardines,,,182,31062,12471,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_023,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1004807,016:44:807,14.69954400,-60.84928300,,11.30,Sardines,,,182,31063,12371,28
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_040,,,,,,,,,14.77269900,-60.86930000,,17.00,Sardines,,,182,31080,15523,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_041,,,,,,,,,14.75489500,-60.88240900,,12.00,Sardines,,,182,31081,15524,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_044,,,,,,,,,14.52790800,-60.79637800,,13.00,Sardines,,,182,31084,12557,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_047,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,2024068,033:44:068,14.52076800,-60.80438300,,16.50,Sardines,,,182,31087,15520,28
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_048,,,,,,,,,14.55284600,-60.80586000,,13.00,Sardines,,,182,31088,15522,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 1,back reef,FP_2016_FR_01,2016,MQR1_049,,,,,,,,,14.54564500,-60.79838500,,8.00,Sardines,,,182,31089,16700,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_038,,,,,,,,,-5.56956000,122.57827000,,25.80,Pilchards,,,798,35329,18828,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_010,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1761793,029:21:793,14.45599500,-60.96784300,,18.00,Sardines,,,183,31100,12421,28
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_011,,,,,,,,,14.45511300,-60.97742100,,14.50,Sardines,,,183,31101,12422,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_017,,,,,,,,,14.40739900,-60.89727700,,14.00,Sardines,,,183,31107,12566,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_026,,,,,,,,,14.46186600,-60.99875400,,12.50,Sardines,,,183,31116,12569,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_027,,,,,,,,,14.46151300,-61.00942200,,21.00,Sardines,,,183,31117,16702,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_032,,,,,,,,,14.45454900,-61.06188900,,20.00,Sardines,,,183,31122,16703,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_043,,,,,,,,,14.45873200,-60.94808200,,16.00,Sardines,,,183,31133,12436,9999
Western Atlantic,French West Indies,Martinique,Martinique Reef 2,back reef,FP_2016_FR_01,2016,MQR2_050,,,,,,,,,14.44574600,-60.89868400,,19.00,Sardines,,,183,31140,16704,9999
Pacific,Federated States of Micronesia,Pohnpei,Ant Atoll,slope,FP_2017_FM_01,2017,F2A_017_R,1,Grey reef shark,Carcharhinus,amblyrhynchos,Shark,Carcharhinidae,1812027,030:12:027,6.80755100,157.96297199,,10.00,Skipjack tuna,L,,378,10271,4673,257
Pacific,Federated States of Micronesia,Pohnpei,Ant Atoll,slope,FP_2017_FM_01,2017,F2A_017_R,1,Whitetip reef shark,Triaenodon,obesus,Shark,Carcharhinidae,2730296,045:30:296,6.80755100,157.96297199,,10.00,Skipjack tuna,L,,378,10271,4673,144
Pacific,Federated States of Micronesia,Pohnpei,Ant Atoll,slope,FP_2017_FM_01,2017,F2A_017_R,3,Blacktip reef shark,Carcharhinus,melanopterus,Shark,Carcharhinidae,3492498,058:12:498,6.80755100,157.96297199,,10.00,Skipjack tuna,L,,378,10271,4673,114
Pacific,Federated States of Micronesia,Pohnpei,Ant Atoll,slope,FP_2017_FM_01,2017,F2A_017_R,1,Tawny nurse shark,Nebrius,ferrugineus,Shark,Ginglymostomatidae,2550231,042:30:231,6.80755100,157.96297199,,10.00,Skipjack tuna,L,,378,10271,4673,94
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF148,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1853000,030:53:000,16.78277778,-88.05055556,,8.72,Pilchards,,,43,33369,12832,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF148,2,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2457000,040:57:000,16.78277778,-88.05055556,,8.72,Pilchards,,,43,33369,12832,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF149,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1508000,025:08:000,16.77500000,-88.03666667,,11.28,Pilchards,,,43,33370,12856,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF150,,,,,,,,,16.83333333,-87.86166667,,9.14,Pilchards,,,43,33371,12687,9999
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF151,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2494000,041:34:000,16.73722222,-87.94361111,,10.91,Pilchards,,,43,33372,12959,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF152,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2328000,038:48:000,16.96944444,-87.97138889,,10.67,Pilchards,,,43,33373,12651,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF153,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2168000,036:08:000,16.89305556,-88.08083333,,8.35,Pilchards,,,43,33374,12836,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF153,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1814000,030:14:000,16.89305556,-88.08083333,,8.35,Pilchards,,,43,33374,12836,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF154,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2610000,043:30:000,16.87000000,-87.86861111,,8.23,Pilchards,,,43,33375,12661,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF155,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3556000,059:16:000,16.79305556,-87.99805556,,7.62,Pilchards,,,43,33376,12659,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF156,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1181000,019:41:000,16.93444444,-87.97416667,,11.95,Pilchards,,,43,33377,12921,28
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF156,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2899000,048:19:000,16.93444444,-87.97416667,,11.95,Pilchards,,,43,33377,12921,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF156,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,690000,011:30:000,16.93444444,-87.97416667,,11.95,Pilchards,,,43,33377,12921,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF157,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,762000,012:42:000,16.93083333,-88.02750000,,11.22,Pilchards,,,43,33378,13070,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF157,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2640000,044:00:000,16.93083333,-88.02750000,,11.22,Pilchards,,,43,33378,13070,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF158,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2129000,035:29:000,16.88361111,-88.07472222,,9.17,Pilchards,,,43,33379,12577,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF159,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,3138000,052:18:000,16.86666667,-88.06444444,,16.58,Pilchards,,,43,33380,12786,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF160,1,Whitespotted eagle ray,Aetobatus,narinari,Ray,Aetobatidae,2460000,041:00:000,16.74194444,-87.91361111,,18.29,Pilchards,,,43,33381,12737,25
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF160,2,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2751000,045:51:000,16.74194444,-87.91361111,,18.29,Pilchards,,,43,33381,12737,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF160,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2943000,049:03:000,16.74194444,-87.91361111,,18.29,Pilchards,,,43,33381,12737,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF161,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1270000,021:10:000,16.81805556,-87.88333333,,10.09,Pilchards,,,43,33382,13066,28
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF161,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2097000,034:57:000,16.81805556,-87.88333333,,10.09,Pilchards,,,43,33382,13066,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF162,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1027000,017:07:000,16.95694444,-87.97694444,,13.01,Pilchards,,,43,33383,12612,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF163,2,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2168000,036:08:000,16.85833333,-87.91500000,,9.30,Pilchards,,,43,33384,12725,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF164,,,,,,,,,16.95000000,-87.99805556,,14.84,Pilchards,,,43,33385,13097,9999
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF165,,,,,,,,,16.81083333,-87.85666667,,8.72,Pilchards,,,43,33386,13284,9999
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF166,1,Southern stingray,Hypanus,americanus,Ray,Dasyatidae,1408000,023:28:000,16.97527778,-87.95722222,,12.01,Pilchards,,,43,33387,12865,28
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF167,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2844000,047:24:000,16.75638889,-87.93222222,,10.88,Pilchards,,,43,33388,12662,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF167,2,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3372000,056:12:000,16.75638889,-87.93222222,,10.88,Pilchards,,,43,33388,12662,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF168,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3081000,051:21:000,16.93305556,-88.00000000,,13.05,Pilchards,,,43,33389,12673,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF169,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1999000,033:19:000,16.88500000,-88.04166667,,17.34,Pilchards,,,43,33390,12681,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF170,,,,,,,,,16.87055556,-87.87388889,,8.66,Pilchards,,,43,33391,13105,9999
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF171,3,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3385000,056:25:000,16.82000000,-87.86388889,,16.89,Pilchards,,,43,33392,12819,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF172,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2786000,046:26:000,16.79611111,-87.93583333,,11.95,Pilchards,,,43,33393,12575,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF172,4,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,2755000,045:55:000,16.79611111,-87.93583333,,11.95,Pilchards,,,43,33393,12575,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF173,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1219000,020:19:000,16.82750000,-87.91416667,,9.36,Pilchards,,,43,33394,12726,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF173,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,3283000,054:43:000,16.82750000,-87.91416667,,9.36,Pilchards,,,43,33394,12726,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF174,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,1934000,032:14:000,16.81083333,-87.85527778,,17.89,Pilchards,,,43,33395,12942,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF175,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2306000,038:26:000,16.96777778,-87.94694444,,17.80,Pilchards,,,43,33396,12663,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF175,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1273000,021:13:000,16.96777778,-87.94694444,,17.80,Pilchards,,,43,33396,12663,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF176,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2343000,039:03:000,16.91500000,-88.00555556,,14.87,Pilchards,,,43,33397,12968,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF177,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1334000,022:14:000,16.83250000,-87.84250000,,14.17,Pilchards,,,43,33399,13075,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF178,1,Caribbean reef shark,Carcharhinus,perezi,Shark,Carcharhinidae,2234000,037:14:000,16.80750000,-87.95666667,,7.92,Pilchards,,,43,33400,12797,24
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF179,2,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1692000,028:12:000,16.89361111,-87.99833333,,13.59,Pilchards,,,43,33401,12823,23
Western Atlantic,Belize,Glovers Reef,East,slope,LC_2013_BZ_01,2013,GF180,1,Nurse shark,Ginglymostoma,cirratum,Shark,Ginglymostomatidae,1559000,025:59:000,16.88222222,-88.05888889,,12.92,Pilchards,,,43,33402,12809,23
Pacific,French Polynesia,Rurutu,Rurutu 1,slope,FP_2017_PF_02,2017,RUT1_046,,,,,,,,,-22.47608000,-151.36105000,,10.00,Sardines,,,699,26647,16686,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,flat,FP_2018_ID_02,2018,BBCO4_040,,,,,,,,,-5.57740000,122.58253000,,2.80,Pilchards,,,798,35331,18712,9999
Pacific,French Polynesia,Rurutu,Rurutu 2,slope,FP_2017_PF_02,2017,RUT2_001,,,,,,,,,-22.43842000,-151.34619000,,12.00,Sardines,,,700,26774,15716,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_042,,,,,,,,,-5.58616000,122.58730000,,17.70,Pilchards,,,798,35333,18717,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_044,,,,,,,,,-5.59670000,122.58864000,,40.00,Pilchards,,,798,35335,18614,9999
Western Atlantic,Dutch Caribbean,Bonaire,West Coast,slope,FP_2016_DC_01,2016,CWW_055,,,,,,,,,12.03157000,-68.25797000,,10.00,Sardines,,,769,34796,16036,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_045,1,Bluespotted maskray,Neotrygon,kuhlii,Ray,Dasyatidae,448569,007:28:569,-5.60075000,122.59241000,,8.60,Pilchards,,,798,35336,18615,158
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_046,1,Reticulate whipray/ honeycomb stingray,Himantura,uarnak,Ray,Dasyatidae,112942,001:52:942,-5.60542000,122.59306000,,22.40,Pilchards,,,798,35337,18616,235
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_046,2,Bluespotted maskray,Neotrygon,kuhlii,Ray,Dasyatidae,844934,014:04:934,-5.60542000,122.59306000,,22.40,Pilchards,,,798,35337,18616,158
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_047,,,,,,,,,-5.61032000,122.59488000,,25.60,Pilchards,,,798,35338,18672,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_048,2,Bluespotted maskray,Neotrygon,kuhlii,Ray,Dasyatidae,3349419,055:49:419,-5.61437000,122.59877000,,17.30,Pilchards,,,798,35339,18720,158
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_049,1,Pink whipray,Pateobatis,fai,Ray,Dasyatidae,2211229,036:51:229,-5.48792000,122.56070000,,19.20,Pilchards,,,798,35340,19730,214
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_049,1,Bluespotted maskray,Neotrygon,kuhlii,Ray,Dasyatidae,2071289,034:31:289,-5.48792000,122.56070000,,19.20,Pilchards,,,798,35340,19730,158
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_050,,,,,,,,,-5.48224000,122.56181000,,19.80,Pilchards,,,798,35341,19728,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_051,,,,,,,,,-5.47844000,122.56445000,,31.20,Pilchards,,,798,35342,18751,9999
Coral Triangle,Indonesia,Bau Bau,Coast4,slope,FP_2018_ID_02,2018,BBCO4_052,,,,,,,,,-5.47811000,122.56820000,,16.70,Pilchards,,,798,35343,18673,9999
