"","region_name","location_name","site_name","reef_name","reef_type","trip_code","trip_year","set_code","maxn","common_name","genus","species","species_group","family","event_time_mil","event_time_mins","set_lat","set_long","visibility","depth","bait","current_flow_estimated","current_flow_instrumented","reef_id","set_id","master_set_id","animal_id","field_of_view","substrate_relief_sd","substrate_relief_mean","ascidians","bleached_corals","bryozoa","consolidated","crinoids","halimeda","hard_coral","hydrocoral","hydroids","invertebrate_complex","macroalgae","mangrove","seagrass","soft_coral","sponge","true_anemones","unconsolidated","zoanthids","team","set_date","wkt_coordinates","reef_habitat_name","drop_time","haul_time","equipment_frame_type","equipment_camera","equipment_stereo_camera","equipment_camera_height","equipment_arm_length","bait_preparation","bait_type","bait_oiled","video_file_name","video_source","video_path","comments","message_to_annotators","bruv_image_url","splendor_image_url","reviewed_assignments","total_assignments","master_record_state","site_type","mpa_name","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","fishing_restrictions","shark_fishing_gear","region_id","location_id","site_id","location_code","coast_length","HDI_2015","voice_2016","gov_effect_2016","GDP_year","GDP_per_capita_USD","population_2016","tax_haven","shark_sanctuary","reef_catch","shark_catch","reefshark_catch","bechedemer","bait_family_specific","bait_family","Remote","grav_reef_id","set_grav_tot","reef_grav_tot","Grav_Total","set_year","mpa_age","temp_est","chloro_est","prec_est","dayofyear","moonphase","daylight","noontime","mpa_present","month","hemisphere","season","coast_type","distance_fp_serf","serf_reefcluster","serf_lat","serf_long","serf_largeloc","serf_locality","serf_biomass20cm","serf_biomassfam","GIS_AREA_K","REP_AREA_K","ray_maxn","shark_maxn","shark_protection_status","protection_status"
"11","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","crest","FP_2015_MY_01",2015,"SNTS_003",NA,"","","","","",NA,"",4.58228333,118.7731333,9,7.2,"Pilchards","",NA,402,980,604,9999,"",1.1875,1.0769,0,0,0,28,0,0,23,0,0,0,0,0,0,7,0,0,42,0,"JCU","2015-11-29","0101000000B5BC17047BB15D40856CCD1442541240","crest","9:28:00","10:32:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_003_L.avi","","","Waypoint SN003A;","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11369,63,0,63,2015,11,30.05,0.3713,0.1221883,333,"Full",11.88041508,0.021637346,"yes",11,"northern","winter","island",2.250916303,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,2.101256148,"Not Reported",0,0,"restricted","restricted"
"12","Coral Triangle","Indonesia","Bau Bau","Islands","slope","FP_2018_ID_01",2018,"BBIL3_060",2,"Blacktip reef shark","Carcharhinus","melanopterus","Shark","Carcharhinidae",157391,"002:37:391",-5.59895,122.4962,10,11.2,"Pilchards","",NA,493,33238,18435,114,"",0,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JCU","2018-03-27","01010000009D11A5BDC19F5E40BEC11726536516C0","slope","9:03:00","10:16:00","Aluminium","GoPro Hero 4 Silver",FALSE,50,100,"CRS","Pilchards",FALSE,"BBIL3_060.mp4","S3","","","","",NA,1,1,"Completed","I","",NA,NA,"","","","spear; fish trap; seine; gillnet; hook and line; blast; longline",2,93,218,"ID",54720,0.689,0.143167585,0.013530596,2016,3570.294888,261115456,0,0,2055634.187,75195.53943,1846.354773,791.3664766,"Clupeidae","Clupeidae","No",16874,54,67,54,2018,NA,29.9,0.1599,0.25156638,86,"Waxing",12.08188197,0.021632523,NA,3,"southern","shoulder","island",2.836051382,"RC_365",-8.435,122.499,"Indonesia","Indonesia",278.2222447,503.751065,51.88444009,"Not Reported",0,2,"open","openly fished"
"13","Coral Triangle","Indonesia","Bau Bau","Islands","slope","FP_2018_ID_01",2018,"BBIL3_061",2,"Blacktip reef shark","Carcharhinus","melanopterus","Shark","Carcharhinidae",12964,"000:12:964",-5.60334,122.49915,10,38.6,"Pilchards","",NA,493,33239,18436,114,"",0.483,0.7,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,30,0,"JCU","2018-03-27","01010000001973D712F29F5E407D7901F6D16916C0","slope","9:10:00","10:22:00","Aluminium","GoPro Hero 4 Silver",FALSE,50,100,"CRS","Pilchards",FALSE,"BBIL3_061.mp4","S3","","BB munched","","",NA,1,1,"Completed","I","",NA,NA,"","","","spear; fish trap; seine; gillnet; hook and line; blast; longline",2,93,218,"ID",54720,0.689,0.143167585,0.013530596,2016,3570.294888,261115456,0,0,2055634.187,75195.53943,1846.354773,791.3664766,"Clupeidae","Clupeidae","No",16874,54,67,54,2018,NA,29.9,0.1599,0.25156638,86,"Waxing",12.08185926,0.021633873,NA,3,"southern","shoulder","island",2.831660004,"RC_365",-8.435,122.499,"Indonesia","Indonesia",278.2222447,503.751065,51.88444009,"Not Reported",0,2,"open","openly fished"
"14","Pacific","Guam","Guam","Agana","slope","HE_2010_GU_01",2010,"GUAG_001",NA,"","","","","",NA,"",13.4946994,144.7666364,10,29.7,"Pacific saury (and crushed)","",NA,714,28851,14000,9999,"",0,2,0,0,0,33,0,0,67,0,0,0,0,0,0,0,0,0,0,0,"AIMS","2010-10-13","0101000000EE9B1449881862409FB3603D49FD2A40","slope","9:47:00","","Stainless rebar","Sony CX-7 HDR",TRUE,60,120,"CHP","Pacific saury (and crushed)",FALSE,"HE_2010_GU_01_GUAG_001.avi","legacy archive","","GW-EA-M4","","",NA,1,1,"Completed","I","",NA,NA,"","","gear","hook and line; gillnet; spear",3,78,173,"GU",125.5,0.92,1.103929162,0.26572603,2016,35562.56753,162896,1,0,54.03520848,3.583790878,0.01822026,0.006699032,"Scomberesocidae","Other","No",6072,39,39,39,2010,NA,29.46,0.0599,0.026633801,286,"Waxing",11.87512874,0.021641011,NA,10,"northern","shoulder","island",0.038187274,"RC_855",13.51698,144.79765,"Guam","Guam",91.13300442,132.3513149,0.944743481,"Not Reported",0,0,"closed","restricted"
"15","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","flat","FP_2015_MY_01",2015,"SNTS_083",1,"Bluespotted fantail ray","Taeniura","lymma","Ray","Dasyatidae",2234167,"037:14:167",4.6347167,118.75247,9,4.7,"Pilchards","",NA,402,341,614,255,"",1.2666,1.2857,0,1,0,23,0,0,7,0,0,0,0,0,0,0,7,0,62,0,"JCU","2015-12-07","0101000000274EEE7728B05D4072E6B22CF3891240","flat","9:55:00","11:04:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_083_L.avi","","","","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11369,63,0,63,2015,11,30.05,0.4916,0.519244671,341,"New",11.86387146,0.021642554,"yes",12,"northern","winter","island",2.296161435,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,14.47722429,"Not Reported",1,0,"restricted","restricted"
"16","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","slope","FP_2015_MY_01",2015,"SNTS_084",NA,"","","","","",NA,"",4.63665,118.7472667,9,14.6,"Pilchards","",NA,402,1060,731,9999,"",0.9465,4.3125,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,"JCU","2015-12-07","0101000000F378B537D3AF5D405DFE43FAED8B1240","slope","10:00:00","11:08:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_084_L.avi","","","","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11368,27,0,27,2015,11,30.05,0.4916,0.519244671,341,"New",11.86376419,0.021643519,"yes",12,"northern","winter","island",2.296720599,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,14.47722429,"Not Reported",0,0,"restricted","restricted"
"17","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","crest","FP_2015_MY_01",2015,"SNTS_085",NA,"","","","","",NA,"",4.63725,118.74075,7,6.6,"Pilchards","",NA,402,342,615,9999,"",1.4668,1.8333,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,38,0,"JCU","2015-12-07","0101000000C520B07268AF5D40068195438B8C1240","crest","11:17:00","12:33:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_085_L.avi","","","","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11368,27,0,27,2015,11,30.05,0.4916,0.519244671,341,"New",11.8637309,0.021658372,"yes",12,"northern","winter","island",2.29567528,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,21.87811779,"Not Reported",0,0,"restricted","restricted"
"18","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","slope","FP_2015_MY_01",2015,"SNTS_088",NA,"","","","","",NA,"",4.63761667,118.7261167,9,15.6,"Pilchards","",NA,402,1061,732,9999,"",0.5136,3.5714,0,0,0,9,0,0,91,0,0,0,0,0,0,0,0,0,0,0,"JCU","2015-12-07","010100000016E52DB278AE5D4040236462EB8C1240","slope","11:38:00","12:45:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_088_L.avi","","","Current meter","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11368,27,0,27,2015,11,30.05,0.4916,0.519244671,341,"New",11.86371055,0.021662423,"yes",12,"northern","winter","island",2.292442861,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,21.87811779,"Not Reported",0,0,"restricted","restricted"
"19","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","slope","FP_2015_MY_01",2015,"SNTS_091",1,"Bluespotted fantail ray","Taeniura","lymma","Ray","Dasyatidae",824636,"013:44:636",4.63293333,118.7117333,9,12.6,"Pilchards","",NA,402,1062,733,255,"",1.118,1,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,50,0,"JCU","2015-12-07","010100000059BED3098DAD5D40F097C3AC1F881240","slope","13:02:00","14:13:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_091_L.avi","","","Camera off on pull","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11368,27,0,27,2015,11,30.05,0.4916,0.519244671,341,"New",11.86397041,0.021678627,"yes",12,"northern","winter","island",2.284451701,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,2.441670577,"Not Reported",1,0,"restricted","restricted"
"20","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","slope","FP_2015_MY_01",2015,"SNTS_092",1,"Bluespotted fantail ray","Taeniura","lymma","Ray","Dasyatidae",1358758,"022:38:758",4.6288,118.70935,7,15.1,"Pilchards","",NA,402,347,620,255,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,"JCU","2015-12-07","0101000000BADA8AFD65AD5D4032E6AE25E4831240","slope","13:08:00","14:16:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_092_L.avi","","","","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11368,27,0,27,2015,11,30.05,0.4916,0.519244671,341,"New",11.86419975,0.021679784,"yes",12,"northern","winter","island",2.279872068,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,5.639015497,"Not Reported",1,0,"restricted","restricted"
"21","Coral Triangle","Malaysia","Semporna Islands Park","Tun Sakaran Marine Park","slope","FP_2015_MY_01",2015,"SNTS_100",1,"Bluespotted fantail ray","Taeniura","lymma","Ray","Dasyatidae",2195796,"036:35:796",4.6011,118.71162,9,9.4,"Pilchards","",NA,402,354,626,255,"",1.3827,2.1667,0,1,0,22,0,0,39,0,0,0,0,0,0,16,0,0,22,0,"JCU","2015-12-07","01010000007DCB9C2E8BAD5D409D8026C286671240","slope","15:05:00","16:11:00","Stainless rebar","GoPro Hero 4",FALSE,50,100,"CRS","Pilchards",FALSE,"FP_2015_MY_01_SNTS_100_L.avi","","","","","",NA,2,2,"Completed","I","Tun Sakaran Marine Park",101,2004,"<20km to next reef","medium","area, species","gillnet; spear; seine; hook and line",2,100,126,"MY",4675,0.789,-0.467914581,0.881595492,2016,9508.23775,31187265,1,0,882222.1754,50385.43592,783.6639212,0,"Clupeidae","Clupeidae","No",11368,27,0,27,2015,11,30.05,0.4916,0.519244671,341,"New",11.86573666,0.021702353,"yes",12,"northern","winter","island",2.253508547,"RC_72",2.41341,118.17096,"Indonesia",NA,180.4698106,298.4370393,5.639015497,"Not Reported",1,0,"restricted","restricted"
