"set_id","shark_trophic_group","shark_trophic_numeric","sum_shark_trophic","set_composition"
"23254","lower order",1,1,"lower"
"23255","lower order",1,1,"lower"
"23256","lower order",1,1,"lower"
"23257","lower order",1,1,"lower"
"23258","lower order",1,1,"lower"
"23260","lower order",1,1,"lower"
"23261","lower order",1,1,"lower"
"23263","lower order",1,1,"lower"
"23264","lower order",1,1,"lower"
"23266","lower order",1,1,"lower"
"23267","lower order",1,1,"lower"
"23268","lower order",1,1,"lower"
"23269","lower order",1,1,"lower"
"23270","lower order",1,1,"lower"
"23271","lower order",1,1,"lower"
"23272","lower order",1,1,"lower"
"23273","lower order",1,1,"lower"
"23276","lower order",1,1,"lower"
"23277","lower order",1,1,"lower"
"23278","lower order",1,1,"lower"
"23279","lower order",1,1,"lower"
"23280","lower order",1,1,"lower"
"23281","lower order",1,1,"lower"
"23282","lower order",1,1,"lower"
"23284","lower order",1,1,"lower"
"23285","lower order",1,1,"lower"
"23287","lower order",1,1,"lower"
"23288","lower order",1,1,"lower"
"23289","lower order",1,1,"lower"
"23291","lower order",1,1,"lower"
"23292","lower order",1,1,"lower"
"23294","lower order",1,1,"lower"
"23295","lower order",1,1,"lower"
"23297","lower order",1,1,"lower"
"23298","lower order",1,1,"lower"
"23299","lower order",1,1,"lower"
"23300","lower order",1,3,"apex"
"23300","apex",2,3,"apex"
"23301","lower order",1,1,"lower"
"23302","lower order",1,1,"lower"
"23303","lower order",1,1,"lower"
"23304","lower order",1,1,"lower"
"23305","lower order",1,1,"lower"
"23307","lower order",1,1,"lower"
"23308","lower order",1,1,"lower"
"23309","lower order",1,1,"lower"
"23310","lower order",1,1,"lower"
"23311","lower order",1,1,"lower"
"23312","lower order",1,1,"lower"
"23314","lower order",1,1,"lower"
"23315","lower order",1,1,"lower"
"23316","lower order",1,1,"lower"
"23317","lower order",1,1,"lower"
"23318","lower order",1,1,"lower"
"23319","lower order",1,1,"lower"
"23320","lower order",1,1,"lower"
"23321","lower order",1,1,"lower"
"23323","lower order",1,1,"lower"
"23324","lower order",1,1,"lower"
"23326","lower order",1,1,"lower"
"23327","lower order",1,1,"lower"
"23328","lower order",1,1,"lower"
"23329","lower order",1,1,"lower"
"23330","lower order",1,1,"lower"
"23331","lower order",1,1,"lower"
"23332","lower order",1,1,"lower"
"23333","lower order",1,1,"lower"
"23334","lower order",1,1,"lower"
"23335","lower order",1,1,"lower"
"23339","lower order",1,1,"lower"
"23340","lower order",1,1,"lower"
"23341","lower order",1,1,"lower"
"23342","lower order",1,1,"lower"
"23343","lower order",1,1,"lower"
"23344","lower order",1,1,"lower"
"23345","lower order",1,1,"lower"
"23346","lower order",1,1,"lower"
"23349","lower order",1,1,"lower"
"23350","lower order",1,1,"lower"
"23351","lower order",1,1,"lower"
"23352","lower order",1,1,"lower"
"23356","lower order",1,1,"lower"
"23357","lower order",1,1,"lower"
"23359","lower order",1,1,"lower"
"23361","lower order",1,1,"lower"
"23369","lower order",1,1,"lower"
"23372","lower order",1,1,"lower"
"23375","lower order",1,1,"lower"
"23376","lower order",1,1,"lower"
"23378","lower order",1,1,"lower"
"23379","lower order",1,1,"lower"
"23380","lower order",1,1,"lower"
"23383","lower order",1,1,"lower"
"23389","lower order",1,1,"lower"
"23392","lower order",1,1,"lower"
"23393","lower order",1,1,"lower"
"23400","lower order",1,1,"lower"
"23405","lower order",1,1,"lower"
"23407","lower order",1,1,"lower"
"23425","lower order",1,1,"lower"
"23429","lower order",1,1,"lower"
"23433","lower order",1,1,"lower"
"23435","lower order",1,1,"lower"
"23438","lower order",1,1,"lower"
"23439","lower order",1,1,"lower"
"23440","lower order",1,1,"lower"
"23442","lower order",1,1,"lower"
"23443","lower order",1,1,"lower"
"23444","lower order",1,1,"lower"
"23446","lower order",1,1,"lower"
"23447","lower order",1,1,"lower"
"23448","lower order",1,1,"lower"
"23449","lower order",1,1,"lower"
"23454","lower order",1,1,"lower"
"23457","lower order",1,1,"lower"
"23459","lower order",1,1,"lower"
"23462","lower order",1,1,"lower"
"23463","lower order",1,1,"lower"
"23466","lower order",1,1,"lower"
"23470","lower order",1,1,"lower"
"23471","lower order",1,1,"lower"
"23473","lower order",1,1,"lower"
"23481","lower order",1,1,"lower"
"23485","lower order",1,1,"lower"
"23486","lower order",1,1,"lower"
"23490","lower order",1,1,"lower"
"23496","lower order",1,1,"lower"
"23497","lower order",1,1,"lower"
"23511","lower order",1,1,"lower"
"23514","lower order",1,1,"lower"
"23516","lower order",1,3,"apex"
"23516","apex",2,3,"apex"
"23517","lower order",1,3,"apex"
"23517","apex",2,3,"apex"
"23525","lower order",1,1,"lower"
"23530","lower order",1,1,"lower"
"23535","lower order",1,1,"lower"
"23546","lower order",1,1,"lower"
"23548","lower order",1,1,"lower"
"23551","lower order",1,1,"lower"
"23552","lower order",1,1,"lower"
"23554","lower order",1,1,"lower"
"23556","lower order",1,1,"lower"
"23557","lower order",1,1,"lower"
"23558","lower order",1,1,"lower"
"23561","lower order",1,1,"lower"
"23571","lower order",1,1,"lower"
"23575","lower order",1,1,"lower"
"23576","lower order",1,1,"lower"
"23589","lower order",1,1,"lower"
"23600","lower order",1,1,"lower"
"23603","lower order",1,1,"lower"
"23606","lower order",1,1,"lower"
"23607","lower order",1,3,"apex"
"23607","apex",2,3,"apex"
"23608","lower order",1,3,"apex"
"23608","apex",2,3,"apex"
"23613","lower order",1,1,"lower"
"23614","lower order",1,1,"lower"
"23622","lower order",1,1,"lower"
"23627","lower order",1,1,"lower"
"23628","lower order",1,1,"lower"
"23629","lower order",1,1,"lower"
"23630","lower order",1,1,"lower"
"23631","lower order",1,1,"lower"
"23633","lower order",1,1,"lower"
"23634","lower order",1,1,"lower"
"23635","lower order",1,1,"lower"
"23636","lower order",1,1,"lower"
"23637","lower order",1,1,"lower"
"23638","lower order",1,1,"lower"
"23641","lower order",1,1,"lower"
"23643","lower order",1,1,"lower"
"23644","lower order",1,1,"lower"
"23647","lower order",1,1,"lower"
"23648","lower order",1,1,"lower"
"23649","lower order",1,1,"lower"
"23651","lower order",1,1,"lower"
"23653","lower order",1,1,"lower"
"23656","lower order",1,1,"lower"
"23657","lower order",1,1,"lower"
"23671","lower order",1,1,"lower"
"23675","lower order",1,1,"lower"
"23680","lower order",1,1,"lower"
"23681","lower order",1,1,"lower"
"23682","lower order",1,1,"lower"
"23683","lower order",1,1,"lower"
"23684","lower order",1,1,"lower"
"23685","lower order",1,1,"lower"
"23686","lower order",1,1,"lower"
"23690","lower order",1,1,"lower"
"23695","lower order",1,1,"lower"
"23696","lower order",1,1,"lower"
"23697","lower order",1,1,"lower"
"23698","lower order",1,1,"lower"
"23702","lower order",1,1,"lower"
"23705","lower order",1,1,"lower"
"23707","lower order",1,1,"lower"
"23713","lower order",1,1,"lower"
"23716","lower order",1,1,"lower"
"23717","lower order",1,1,"lower"
"23727","lower order",1,1,"lower"
"23728","lower order",1,1,"lower"
"23736","lower order",1,1,"lower"
"23737","lower order",1,1,"lower"
"23739","lower order",1,1,"lower"
"23740","lower order",1,1,"lower"
"23742","lower order",1,1,"lower"
"23745","lower order",1,1,"lower"
"23746","lower order",1,1,"lower"
"23747","lower order",1,1,"lower"
"23750","lower order",1,1,"lower"
"23751","lower order",1,1,"lower"
"23752","lower order",1,1,"lower"
"23754","lower order",1,1,"lower"
"23755","lower order",1,1,"lower"
"23946","lower order",1,1,"lower"
"23947","lower order",1,1,"lower"
"23949","lower order",1,1,"lower"
"23950","lower order",1,1,"lower"
"23954","lower order",1,1,"lower"
"23959","lower order",1,1,"lower"
"23960","lower order",1,1,"lower"
"23962","lower order",1,1,"lower"
"23963","lower order",1,1,"lower"
"23964","lower order",1,1,"lower"
"23969","lower order",1,1,"lower"
"23970","lower order",1,1,"lower"
"23972","lower order",1,1,"lower"
"23973","lower order",1,1,"lower"
"23976","lower order",1,1,"lower"
"23978","lower order",1,1,"lower"
"23980","lower order",1,1,"lower"
"23982","lower order",1,1,"lower"
"23984","lower order",1,1,"lower"
"23985","lower order",1,1,"lower"
"23986","lower order",1,1,"lower"
"23991","lower order",1,1,"lower"
"23992","lower order",1,1,"lower"
"23995","lower order",1,1,"lower"
"23997","lower order",1,1,"lower"
"23998","lower order",1,3,"apex"
"23998","apex",2,3,"apex"
"23999","lower order",1,3,"apex"
"23999","apex",2,3,"apex"
"24000","lower order",1,1,"lower"
"24002","lower order",1,1,"lower"
"24003","lower order",1,1,"lower"
"24006","lower order",1,1,"lower"
"24008","lower order",1,1,"lower"
"24009","lower order",1,3,"apex"
"24009","apex",2,3,"apex"
"24017","lower order",1,1,"lower"
"24019","lower order",1,1,"lower"
"24020","lower order",1,1,"lower"
"24023","lower order",1,1,"lower"
"24027","lower order",1,1,"lower"
"24028","lower order",1,1,"lower"
"24029","lower order",1,1,"lower"
"24032","lower order",1,1,"lower"
"24033","lower order",1,1,"lower"
"24034","lower order",1,1,"lower"
"24040","lower order",1,1,"lower"
"24047","lower order",1,1,"lower"
"24050","lower order",1,1,"lower"
"24051","lower order",1,1,"lower"
"24053","lower order",1,1,"lower"
"24054","lower order",1,1,"lower"
"24058","lower order",1,1,"lower"
"24059","lower order",1,1,"lower"
"24060","lower order",1,1,"lower"
"24062","lower order",1,1,"lower"
"24063","lower order",1,1,"lower"
"24064","lower order",1,1,"lower"
"24066","lower order",1,1,"lower"
"24068","lower order",1,1,"lower"
"24069","lower order",1,1,"lower"
"24070","lower order",1,1,"lower"
"24071","lower order",1,1,"lower"
"24072","lower order",1,1,"lower"
"24077","lower order",1,1,"lower"
"24081","lower order",1,1,"lower"
"24084","lower order",1,1,"lower"
"24086","lower order",1,1,"lower"
"24087","lower order",1,1,"lower"
"24089","lower order",1,1,"lower"
"24096","lower order",1,1,"lower"
"24098","lower order",1,1,"lower"
"24101","lower order",1,1,"lower"
"24105","lower order",1,1,"lower"
"24107","lower order",1,1,"lower"
"24108","lower order",1,1,"lower"
"24109","lower order",1,1,"lower"
"24110","lower order",1,1,"lower"
"24111","lower order",1,1,"lower"
"24112","lower order",1,1,"lower"
"24114","lower order",1,1,"lower"
"24116","lower order",1,1,"lower"
"24117","lower order",1,1,"lower"
"24118","lower order",1,1,"lower"
"24119","lower order",1,1,"lower"
"24121","lower order",1,1,"lower"
"24122","lower order",1,1,"lower"
"24123","lower order",1,1,"lower"
"24127","lower order",1,1,"lower"
"24128","lower order",1,1,"lower"
"24129","lower order",1,1,"lower"
"24130","lower order",1,1,"lower"
"24133","lower order",1,1,"lower"
"24134","lower order",1,1,"lower"
"24136","lower order",1,1,"lower"
"24137","lower order",1,1,"lower"
"24138","lower order",1,3,"apex"
"24138","apex",2,3,"apex"
"24140","lower order",1,1,"lower"
"24141","lower order",1,1,"lower"
"24142","lower order",1,1,"lower"
"24143","lower order",1,1,"lower"
"24145","lower order",1,1,"lower"
"24146","lower order",1,1,"lower"
"24147","lower order",1,1,"lower"
"24149","lower order",1,1,"lower"
"24151","lower order",1,1,"lower"
"24152","lower order",1,1,"lower"
"24153","lower order",1,1,"lower"
"24162","lower order",1,1,"lower"
"24165","lower order",1,1,"lower"
"24170","lower order",1,1,"lower"
"24176","apex",2,2,"apex"
"24177","lower order",1,1,"lower"
"24180","lower order",1,1,"lower"
"24184","lower order",1,1,"lower"
"24185","lower order",1,1,"lower"
"24187","lower order",1,1,"lower"
"24189","lower order",1,1,"lower"
"24190","lower order",1,1,"lower"
"24191","lower order",1,1,"lower"
"24192","lower order",1,1,"lower"
"24193","lower order",1,1,"lower"
"24197","lower order",1,1,"lower"
"24209","lower order",1,1,"lower"
"24221","apex",2,2,"apex"
"24225","lower order",1,1,"lower"
"24227","lower order",1,1,"lower"
"24229","lower order",1,1,"lower"
"24231","lower order",1,1,"lower"
"24236","lower order",1,3,"apex"
"24236","apex",2,3,"apex"
"24241","apex",2,2,"apex"
"24255","apex",2,2,"apex"
"24261","lower order",1,1,"lower"
"24281","apex",2,2,"apex"
"24288","apex",2,2,"apex"
"24296","lower order",1,1,"lower"
"24329","lower order",1,1,"lower"
"24330","apex",2,2,"apex"
"24340","lower order",1,1,"lower"
"24352","apex",2,2,"apex"
"24360","apex",2,2,"apex"
"24373","apex",2,2,"apex"
"24384","lower order",1,1,"lower"
"24385","lower order",1,1,"lower"
"24387","lower order",1,1,"lower"
"24413","lower order",1,1,"lower"
"24414","lower order",1,1,"lower"
"24419","lower order",1,1,"lower"
"24422","lower order",1,1,"lower"
"24423","lower order",1,1,"lower"
"24424","lower order",1,1,"lower"
"24425","lower order",1,1,"lower"
"24427","lower order",1,1,"lower"
"24429","lower order",1,1,"lower"
"24430","lower order",1,1,"lower"
"24432","lower order",1,1,"lower"
"24433","lower order",1,1,"lower"
"24434","lower order",1,1,"lower"
"24435","lower order",1,1,"lower"
"24436","lower order",1,1,"lower"
"24437","lower order",1,1,"lower"
"24438","lower order",1,1,"lower"
"24439","lower order",1,1,"lower"
"24440","lower order",1,1,"lower"
"24442","lower order",1,1,"lower"
"24444","lower order",1,1,"lower"
"24445","lower order",1,1,"lower"
"24447","lower order",1,1,"lower"
"24451","lower order",1,1,"lower"
"24455","lower order",1,1,"lower"
"24460","lower order",1,1,"lower"
"24466","lower order",1,1,"lower"
"24467","lower order",1,1,"lower"
"24468","lower order",1,1,"lower"
"24469","lower order",1,1,"lower"
"24471","lower order",1,1,"lower"
"24472","lower order",1,1,"lower"
"24473","lower order",1,1,"lower"
"24474","lower order",1,1,"lower"
"24475","lower order",1,1,"lower"
"24476","lower order",1,1,"lower"
"24477","lower order",1,1,"lower"
"24482","lower order",1,1,"lower"
"24484","lower order",1,1,"lower"
"24487","lower order",1,1,"lower"
"24488","lower order",1,1,"lower"
"24490","lower order",1,1,"lower"
"24491","lower order",1,1,"lower"
"24495","apex",2,2,"apex"
"24643","lower order",1,1,"lower"
"24498","lower order",1,1,"lower"
"24499","lower order",1,1,"lower"
"24500","lower order",1,1,"lower"
"24501","lower order",1,1,"lower"
"24504","lower order",1,1,"lower"
"24505","lower order",1,1,"lower"
"24508","lower order",1,1,"lower"
"24516","lower order",1,1,"lower"
"24519","lower order",1,1,"lower"
"24522","lower order",1,1,"lower"
"24528","lower order",1,1,"lower"
"24629","lower order",1,1,"lower"
"24647","lower order",1,1,"lower"
"24651","lower order",1,1,"lower"
"24658","apex",2,2,"apex"
"24661","lower order",1,1,"lower"
"24665","lower order",1,1,"lower"
"24666","lower order",1,1,"lower"
"24668","lower order",1,1,"lower"
"24669","lower order",1,1,"lower"
"24670","lower order",1,1,"lower"
"24671","lower order",1,1,"lower"
"24672","lower order",1,3,"apex"
"24672","apex",2,3,"apex"
"24673","lower order",1,1,"lower"
"24674","lower order",1,1,"lower"
"24677","lower order",1,1,"lower"
"24678","lower order",1,1,"lower"
"24680","lower order",1,1,"lower"
"24681","lower order",1,1,"lower"
"24682","lower order",1,1,"lower"
"24684","lower order",1,1,"lower"
"24686","lower order",1,1,"lower"
"24687","lower order",1,1,"lower"
"24690","lower order",1,1,"lower"
"24692","lower order",1,1,"lower"
"24694","lower order",1,1,"lower"
"24695","lower order",1,1,"lower"
"24698","lower order",1,1,"lower"
"24699","lower order",1,1,"lower"
"24701","apex",2,2,"apex"
"24709","lower order",1,1,"lower"
"24717","lower order",1,3,"apex"
"24717","apex",2,3,"apex"
"24726","lower order",1,3,"apex"
"24726","apex",2,3,"apex"
"24730","lower order",1,1,"lower"
"24758","lower order",1,1,"lower"
"24759","lower order",1,1,"lower"
"24808","lower order",1,1,"lower"
"24973","lower order",1,1,"lower"
"24982","lower order",1,1,"lower"
"24993","lower order",1,1,"lower"
"24995","lower order",1,1,"lower"
"25051","lower order",1,1,"lower"
"25055","lower order",1,1,"lower"
"25059","lower order",1,3,"apex"
"25059","apex",2,3,"apex"
"25060","apex",2,2,"apex"
"25066","lower order",1,1,"lower"
"25068","apex",2,2,"apex"
"25074","lower order",1,1,"lower"
"25078","lower order",1,1,"lower"
"25079","lower order",1,1,"lower"
"25080","lower order",1,1,"lower"
"25081","lower order",1,1,"lower"
"25082","lower order",1,1,"lower"
"25084","apex",2,2,"apex"
"25089","apex",2,2,"apex"
"25093","lower order",1,1,"lower"
"25094","lower order",1,1,"lower"
"25096","lower order",1,1,"lower"
"25097","lower order",1,1,"lower"
"25098","lower order",1,1,"lower"
"25099","lower order",1,1,"lower"
"25102","lower order",1,1,"lower"
"25103","lower order",1,1,"lower"
"25107","lower order",1,1,"lower"
"25108","lower order",1,1,"lower"
"25111","lower order",1,1,"lower"
"25119","lower order",1,1,"lower"
"25121","lower order",1,1,"lower"
"25126","lower order",1,1,"lower"
"25127","lower order",1,1,"lower"
"25130","lower order",1,1,"lower"
"25131","lower order",1,1,"lower"
"25144","apex",2,2,"apex"
"25147","lower order",1,1,"lower"
"25151","apex",2,2,"apex"
"25158","lower order",1,1,"lower"
"25159","lower order",1,1,"lower"
"25166","lower order",1,1,"lower"
"25167","lower order",1,1,"lower"
"25173","lower order",1,1,"lower"
"25175","lower order",1,1,"lower"
"25179","lower order",1,1,"lower"
"25180","lower order",1,1,"lower"
"25182","lower order",1,1,"lower"
"25185","lower order",1,1,"lower"
"25189","lower order",1,1,"lower"
"25191","lower order",1,1,"lower"
"25195","lower order",1,1,"lower"
"25196","lower order",1,1,"lower"
"25199","lower order",1,1,"lower"
"25200","lower order",1,1,"lower"
"25201","lower order",1,1,"lower"
"25204","lower order",1,1,"lower"
"25206","lower order",1,1,"lower"
"25210","lower order",1,1,"lower"
"25212","lower order",1,1,"lower"
"25215","lower order",1,1,"lower"
"25217","lower order",1,1,"lower"
"25218","lower order",1,1,"lower"
"25224","lower order",1,1,"lower"
"25225","lower order",1,1,"lower"
"25226","lower order",1,1,"lower"
"25229","lower order",1,1,"lower"
"25235","lower order",1,1,"lower"
"25237","lower order",1,1,"lower"
"25238","lower order",1,1,"lower"
"25241","lower order",1,1,"lower"
"25245","lower order",1,1,"lower"
"25248","lower order",1,1,"lower"
"25250","lower order",1,1,"lower"
"25251","lower order",1,1,"lower"
"25253","lower order",1,1,"lower"
"25255","lower order",1,1,"lower"
"25257","lower order",1,1,"lower"
"25258","lower order",1,1,"lower"
"25259","lower order",1,1,"lower"
"25263","lower order",1,1,"lower"
"25265","lower order",1,1,"lower"
"25268","lower order",1,1,"lower"
"25270","lower order",1,1,"lower"
"25272","lower order",1,1,"lower"
"25273","lower order",1,1,"lower"
"25274","lower order",1,1,"lower"
"25277","lower order",1,1,"lower"
"25286","lower order",1,1,"lower"
"25287","lower order",1,1,"lower"
"25290","lower order",1,1,"lower"
"25292","lower order",1,1,"lower"
"25295","lower order",1,1,"lower"
"25300","lower order",1,1,"lower"
"25301","lower order",1,1,"lower"
"25302","lower order",1,1,"lower"
"25303","lower order",1,1,"lower"
"25305","lower order",1,1,"lower"
"25306","lower order",1,1,"lower"
"25308","lower order",1,1,"lower"
"25310","lower order",1,1,"lower"
"25313","lower order",1,1,"lower"
"25314","lower order",1,1,"lower"
"25316","lower order",1,1,"lower"
"25317","lower order",1,1,"lower"
"25318","lower order",1,1,"lower"
"25320","lower order",1,1,"lower"
"25324","lower order",1,1,"lower"
"25325","lower order",1,1,"lower"
"25327","lower order",1,1,"lower"
"25328","lower order",1,1,"lower"
"25329","lower order",1,1,"lower"
"25331","lower order",1,1,"lower"
"25333","lower order",1,1,"lower"
"25335","lower order",1,1,"lower"
"25336","lower order",1,1,"lower"
"25337","lower order",1,1,"lower"
"25338","lower order",1,1,"lower"
"25340","lower order",1,1,"lower"
"25341","lower order",1,1,"lower"
"25349","lower order",1,1,"lower"
"25353","lower order",1,1,"lower"
"25354","lower order",1,1,"lower"
"25357","lower order",1,1,"lower"
"25377","lower order",1,1,"lower"
"25388","lower order",1,1,"lower"
"25402","apex",2,2,"apex"
"25412","lower order",1,1,"lower"
"25418","lower order",1,1,"lower"
"25421","lower order",1,1,"lower"
"25422","lower order",1,1,"lower"
"25431","lower order",1,1,"lower"
"25432","lower order",1,1,"lower"
"25444","lower order",1,1,"lower"
"25449","lower order",1,1,"lower"
"25453","lower order",1,1,"lower"
"25468","lower order",1,1,"lower"
"25470","lower order",1,1,"lower"
"25472","lower order",1,1,"lower"
"25484","apex",2,2,"apex"
"25488","lower order",1,1,"lower"
"25491","lower order",1,1,"lower"
"25493","lower order",1,1,"lower"
"25496","lower order",1,1,"lower"
"25497","lower order",1,1,"lower"
"25503","lower order",1,3,"apex"
"25503","apex",2,3,"apex"
"25513","lower order",1,1,"lower"
"25521","lower order",1,1,"lower"
"25531","lower order",1,1,"lower"
"25544","lower order",1,1,"lower"
"25550","lower order",1,1,"lower"
"25564","lower order",1,1,"lower"
"25889","lower order",1,1,"lower"
"25899","lower order",1,1,"lower"
"25906","lower order",1,1,"lower"
"25922","lower order",1,1,"lower"
"25924","lower order",1,1,"lower"
"25925","lower order",1,1,"lower"
"25926","lower order",1,1,"lower"
"25928","lower order",1,1,"lower"
"25929","lower order",1,1,"lower"
"25930","lower order",1,1,"lower"
"25931","lower order",1,1,"lower"
"25932","lower order",1,1,"lower"
"25933","lower order",1,1,"lower"
"25934","lower order",1,1,"lower"
"25937","lower order",1,1,"lower"
"25938","lower order",1,1,"lower"
"25941","lower order",1,1,"lower"
"25945","lower order",1,1,"lower"
"25946","lower order",1,1,"lower"
"25947","lower order",1,1,"lower"
"25948","lower order",1,1,"lower"
"25950","lower order",1,1,"lower"
"25952","lower order",1,1,"lower"
"25953","lower order",1,1,"lower"
"25956","lower order",1,1,"lower"
"25957","lower order",1,1,"lower"
"25959","lower order",1,1,"lower"
"25960","lower order",1,1,"lower"
"25961","lower order",1,1,"lower"
"25962","lower order",1,1,"lower"
"25963","lower order",1,1,"lower"
"25964","lower order",1,1,"lower"
"25966","lower order",1,1,"lower"
"25973","lower order",1,1,"lower"
"25975","lower order",1,1,"lower"
"25986","lower order",1,1,"lower"
"26002","lower order",1,1,"lower"
"26160","lower order",1,1,"lower"
"26161","lower order",1,1,"lower"
"26165","lower order",1,1,"lower"
"26167","lower order",1,1,"lower"
"26169","lower order",1,1,"lower"
"26179","lower order",1,1,"lower"
"26181","lower order",1,1,"lower"
"26183","lower order",1,1,"lower"
"26184","apex",2,2,"apex"
"26186","lower order",1,3,"apex"
"26186","apex",2,3,"apex"
"26187","apex",2,2,"apex"
"26189","lower order",1,1,"lower"
"26794","lower order",1,1,"lower"
"26806","lower order",1,1,"lower"
"26810","lower order",1,1,"lower"
"26818","lower order",1,1,"lower"
"26820","lower order",1,1,"lower"
"26890","lower order",1,1,"lower"
"26891","lower order",1,1,"lower"
"26892","lower order",1,1,"lower"
"26894","lower order",1,1,"lower"
"26895","lower order",1,1,"lower"
"26896","lower order",1,1,"lower"
"26897","lower order",1,1,"lower"
"26898","lower order",1,1,"lower"
"26899","lower order",1,1,"lower"
"26900","lower order",1,1,"lower"
"26901","lower order",1,1,"lower"
"26902","lower order",1,1,"lower"
"26903","lower order",1,1,"lower"
"26904","lower order",1,1,"lower"
"26905","lower order",1,1,"lower"
"26908","lower order",1,1,"lower"
"26909","lower order",1,1,"lower"
"26910","lower order",1,1,"lower"
"26911","lower order",1,1,"lower"
"26913","lower order",1,1,"lower"
"26914","lower order",1,1,"lower"
"26916","lower order",1,1,"lower"
"26917","lower order",1,1,"lower"
"26918","lower order",1,1,"lower"
"26920","lower order",1,1,"lower"
"26921","lower order",1,1,"lower"
"26922","lower order",1,1,"lower"
"26923","lower order",1,1,"lower"
"26926","lower order",1,1,"lower"
"26927","lower order",1,1,"lower"
"26928","lower order",1,1,"lower"
"26937","lower order",1,1,"lower"
"27017","lower order",1,1,"lower"
"27018","lower order",1,1,"lower"
"27019","lower order",1,1,"lower"
"27020","lower order",1,1,"lower"
"27022","lower order",1,1,"lower"
"27023","lower order",1,1,"lower"
"27024","lower order",1,1,"lower"
"27025","lower order",1,1,"lower"
"27026","lower order",1,1,"lower"
"27027","lower order",1,1,"lower"
"27028","lower order",1,1,"lower"
"27029","lower order",1,1,"lower"
"27030","lower order",1,1,"lower"
"27031","lower order",1,1,"lower"
"27032","lower order",1,1,"lower"
"27033","lower order",1,1,"lower"
"27034","lower order",1,1,"lower"
"27035","lower order",1,1,"lower"
"27036","lower order",1,1,"lower"
"27037","lower order",1,1,"lower"
"27038","lower order",1,1,"lower"
"27039","lower order",1,1,"lower"
"27040","lower order",1,1,"lower"
"27042","lower order",1,1,"lower"
"27043","lower order",1,1,"lower"
"27044","lower order",1,1,"lower"
"27045","lower order",1,1,"lower"
"27046","lower order",1,1,"lower"
"27051","lower order",1,1,"lower"
"27055","lower order",1,1,"lower"
"27056","lower order",1,1,"lower"
"27059","lower order",1,1,"lower"
"27061","lower order",1,1,"lower"
"27062","lower order",1,1,"lower"
"27063","lower order",1,1,"lower"
"27065","lower order",1,1,"lower"
"27066","lower order",1,1,"lower"
"27263","lower order",1,1,"lower"
"27264","lower order",1,1,"lower"
"27265","lower order",1,1,"lower"
"27268","lower order",1,1,"lower"
"27269","lower order",1,1,"lower"
"27271","lower order",1,1,"lower"
"27272","lower order",1,1,"lower"
"27273","lower order",1,1,"lower"
"27274","lower order",1,1,"lower"
"27275","lower order",1,1,"lower"
"27276","lower order",1,1,"lower"
"27278","lower order",1,1,"lower"
"27279","lower order",1,1,"lower"
"27280","lower order",1,1,"lower"
"27281","lower order",1,1,"lower"
"27283","lower order",1,1,"lower"
"27284","lower order",1,1,"lower"
"27285","lower order",1,1,"lower"
"27287","lower order",1,1,"lower"
"27288","lower order",1,1,"lower"
"27289","lower order",1,1,"lower"
"27293","lower order",1,1,"lower"
"27294","lower order",1,1,"lower"
"27295","lower order",1,1,"lower"
"27296","lower order",1,1,"lower"
"27297","lower order",1,1,"lower"
"27298","lower order",1,1,"lower"
"27299","lower order",1,1,"lower"
"27300","lower order",1,1,"lower"
"27301","lower order",1,1,"lower"
"27302","lower order",1,1,"lower"
"27303","lower order",1,1,"lower"
"27304","lower order",1,1,"lower"
"27305","lower order",1,1,"lower"
"27306","lower order",1,1,"lower"
"27856","lower order",1,1,"lower"
"27858","lower order",1,1,"lower"
"27860","lower order",1,1,"lower"
"27862","lower order",1,1,"lower"
"27863","lower order",1,1,"lower"
"27864","lower order",1,1,"lower"
"27866","apex",2,3,"apex"
"27866","lower order",1,3,"apex"
"27868","lower order",1,1,"lower"
"27869","lower order",1,1,"lower"
"27870","lower order",1,1,"lower"
"27872","lower order",1,1,"lower"
"27873","lower order",1,1,"lower"
"27874","lower order",1,1,"lower"
"27875","lower order",1,1,"lower"
"27876","lower order",1,1,"lower"
"27878","lower order",1,1,"lower"
"27879","lower order",1,1,"lower"
"27880","lower order",1,1,"lower"
"27882","lower order",1,1,"lower"
"27884","lower order",1,1,"lower"
"27885","lower order",1,1,"lower"
"27887","lower order",1,1,"lower"
"27888","lower order",1,1,"lower"
"27889","lower order",1,1,"lower"
"27890","lower order",1,1,"lower"
"27892","lower order",1,1,"lower"
"27893","lower order",1,1,"lower"
"27895","lower order",1,1,"lower"
"27915","lower order",1,1,"lower"
"27918","lower order",1,1,"lower"
"27919","lower order",1,1,"lower"
"27920","lower order",1,1,"lower"
"27921","lower order",1,1,"lower"
"27922","lower order",1,1,"lower"
"27923","lower order",1,1,"lower"
"27924","lower order",1,1,"lower"
"27926","lower order",1,1,"lower"
"27930","lower order",1,1,"lower"
"27933","lower order",1,1,"lower"
"27934","lower order",1,1,"lower"
"27935","lower order",1,1,"lower"
"27936","lower order",1,1,"lower"
"27938","lower order",1,1,"lower"
"27939","lower order",1,1,"lower"
"27940","lower order",1,1,"lower"
"27941","lower order",1,1,"lower"
"27942","lower order",1,1,"lower"
"27943","lower order",1,1,"lower"
"27946","lower order",1,1,"lower"
"27947","lower order",1,1,"lower"
"27949","lower order",1,1,"lower"
"27950","lower order",1,1,"lower"
